A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
8,0,21,0,-8,1,2,1,2,2,1,1,1,2,7,4,3,3,4,3,3,3,2,4,4,5,1,2,3,4,4,1,1,3,3,3,1,1,1,4,1,1,1,5,3,1,1,4,4,1,4,4,1,3,2,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,2,1,2,2,1,2,2,2,2,90,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,3,2,4,4,4,4,3,5,1,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,2,1,3,1,8,4,3,3,16,3,19,B,2.87,6,21,4,1,3.3211,4.4408,4.6609,0,4.2089,3.615,3.0368,2.9696,4.7419,7.0759,4.5011,3.8303,4.0391,0,3.654,0,3.59,3.1599,3.9121,0,3.1504,4.546,3.5806,0,3.207,0,3.0181,4.3982,2.7145,6.8018,2.6334,3.7584,7.1551,3.9244,0,7.8107,4.8223,5.8459,8.347,0,3.9697,0,3.6328,2.7411,3.9515,6.2021,3.9203,6.9589,4.0124,0,0,3.448,0,0,3.4809,4.4394,3.954,9.7398,3.7619,0,0,4.7806,0,0,4.9066,8.3238,3.398,4.5276,3.0483,3.6495,0,6.4978,3.222,2.9491,3.9122,4.7333,4.99,3.2858,4.092,0,4.7717,4.4785,3.6591,3.731,3.3991,3.0333,4.104,3.7498,4.1448,105253,101219
10,0,3,10,1,2,2,2,2,2,2,1,2,9,7,2,3,4,4,4,3,3,2,5,5,4,3,1,5,4,4,3,1,5,4,4,3,2,1,5,2,2,1,5,3,1,3,5,4,1,1,5,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,4,4,3,3,4,4,4,3,4,4,3,3,4,3,1,1,2,1,2,1,1,2,90,1,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,4,3,4,1,4,-8,2,1,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,3,1,10,4,3,2,13,3,20,B,20.31,6,13,2,1,7.1079,6.2059,6.273,16.0104,16.5056,10.5605,7.2838,0,0,13.301,5.9517,12.7503,0,13.4343,10.1371,0,6.0438,13.101,12.0671,11.7309,7.0931,7.4308,14.0274,5.3474,10.9257,5.4177,5.5251,0,6.6475,17.5626,8.2654,0,13.312,0,5.9766,5.7083,0,9.9332,12.053,8.3573,10.2871,7.8068,5.4702,4.7061,10.9454,0,7.1299,0,0,0,8.4486,12.0048,12.688,8.6136,0,7.4224,11.258,8.9591,5.8049,6.7204,6.0585,6.4715,10.8537,13.182,6.3949,11.5367,10.7152,9.5749,6.6844,0,5.5403,6.3547,12.5013,0,12.7683,5.7144,14.0491,0,13.3401,13.9822,8.356,0,0,6.5255,5.552,6.9046,8.9289,6.2471,0,107933,107122
10,0,14,0,-8,1,2,2,2,2,1,1,2,2,6,5,3,3,3,2,3,3,2,4,1,5,2,2,4,1,5,2,2,5,1,5,2,2,1,5,4,2,1,5,4,1,2,5,5,2,5,5,1,4,2,3,3,4,3,3,2,3,4,2,2,4,3,4,3,3,3,3,3,2,3,2,5,3,3,2,2,5,5,4,3,4,1,1,2,1,1,1,1,1,85,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,4,3,2,2,3,3,3,2,4,3,5,1,4,-8,2,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,3,2,3,1,10,4,3,2,12,3,15,B,7.25,6,14,5,1,.9312,1.3859,1.4893,1.9912,.5721,.6838,1.5699,1.6526,.2612,0,.5349,.7229,.9085,.7475,.7793,2.5025,.9788,.7477,.3633,0,.2722,1.8053,1.1076,.8118,1.3319,1.4906,1.1232,1.0599,.5612,1.0745,.7656,.5157,.8407,.9857,.6588,1.6031,1.5848,.6887,1.0911,.6976,1.9947,1.073,2.532,.7592,1.0501,1.5435,1.085,.6997,.957,.8212,1.9013,1.4337,1.1553,.81,.6919,0,2.0146,1.5709,1.0437,1.7925,.2653,1.041,.7482,1.4001,.3598,.7667,1.3968,.5157,1.2805,.7872,1.3899,1.7427,1.3583,.7035,1.2395,2.6198,.9709,1.3201,1.4543,2.7687,2.3358,1.7714,1.3049,1.0037,1.1003,1.2188,.8071,.8171,.544,107010,102996
1,0,25,1,2,1,2,2,2,2,2,1,2,7,9,5,3,3,3,3,1,4,2,4,2,5,3,2,4,2,5,3,2,4,2,3,2,2,1,5,2,2,2,5,3,2,2,4,5,3,2,5,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3,3,3,3,2,3,3,2,3,3,1,1,1,1,2,2,2,2,100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,4,4,3,4,2,4,4,4,4,3,1,2,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,2,2,1,1,4,2,1,15,1,20,B,19.59,6,26,1,1,14.2712,0,16.1653,27.1654,16.164,0,0,24.6446,20.278,43.3171,23.1569,39.5449,18.993,0,15.5947,29.4222,15.5219,17.8702,0,37.3386,34.4576,15.1944,16.8965,20.9885,31.8293,0,0,15.474,0,17.6206,0,39.4878,37.4318,21.6991,0,15.9939,24.4934,16.3255,32.238,0,0,0,21.6977,28.9863,39.0191,26.2632,44.1017,0,0,15.3295,17.9717,0,0,40.2235,0,23.9165,17.5133,17.2456,19.9363,42.1323,0,0,18.784,21.5899,21.0816,22.8252,38.7799,15.8099,0,18.857,0,0,0,19.8544,17.5467,36.7791,0,15.5031,16.1048,19.0383,21.2347,15.3201,0,36.8227,0,0,0,20.7578,37.911,109160,102841
16,8,3,24,1,2,2,1,2,2,2,2,1,9,4,2,3,3,2,2,3,3,3,5,3,5,3,3,5,3,5,3,3,5,3,5,4,3,3,5,3,3,1,5,3,2,3,5,5,4,1,5,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,3,4,4,4,3,4,3,3,3,4,3,4,2,1,1,2,1,1,2,1,2,80,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,1,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,2,2,2,1,1,1,2,2,1,24,4,2,1,13,1,18,B,10.57,6,27,1,3,14.1989,37.7677,0,0,0,37.5864,25.1121,0,17.2381,0,25.0019,0,0,22.6653,0,0,0,0,43.0139,0,0,0,0,17.8372,0,25.6659,32.9001,25.085,37.3573,21.0136,39.6649,0,0,22.8939,24.6188,0,17.993,0,0,20.8222,35.7242,21.2033,19.3346,19.5344,0,0,0,18.8666,38.7198,0,0,21.3541,20.5089,0,25.2991,20.8401,0,0,23.4032,0,51.2601,40.47,21.2203,19.2069,21.2596,23.3267,0,22.8418,35.7776,19.7017,20.8046,42.088,18.1314,17.4321,0,0,22.2259,19.9609,20.8842,0,19.8121,21.3113,20.6158,0,23.0888,19.3306,38.5272,0,0,103696,106459
4,0,19,1,2,1,1,1,2,2,2,1,2,2,9,7,3,3,2,3,3,4,4,4,3,3,2,3,4,3,4,1,1,5,2,4,3,1,1,5,2,1,2,5,4,1,3,4,4,2,5,2,1,1,1,3,3,3,4,4,3,3,3,2,2,4,3,4,4,4,4,4,4,3,4,4,5,4,4,4,3,5,4,4,3,4,1,2,1,1,1,1,2,2,85,2,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,4,3,3,2,2,3,4,4,3,4,2,4,-8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,1,2,3,1,4,4,2,1,16,2,17,B,14.07,6,20,3,1,4.2719,4.3914,12.8463,0,7.5024,6.8209,0,3.8103,6.595,6.1648,4.7209,4.9157,0,7.2604,9.5915,0,4.1691,7.4263,0,4.9929,3.6939,0,0,8.9379,4.4371,5.7851,3.4826,0,7.4348,4.015,8.0454,3.3338,0,3.4469,0,8.4365,0,0,0,4.6315,3.5855,10.8879,13.3141,4.1991,5.6869,4.514,3.7781,3.1748,9.5196,0,0,0,8.3681,4.6122,0,4.6887,5.179,0,4.9943,5.0451,0,8.1909,4.0924,0,4.4704,0,3.8368,0,3.807,0,0,9.5914,3.2677,4.0075,0,3.5206,6.7296,7.4351,3.3278,3.9795,5.4729,4.8328,0,5.4391,0,0,9.4312,8.2678,3.9664,105008,108267
7,0,14,0,-8,1,1,2,2,2,2,2,2,5,1,3,4,4,4,4,4,2,2,4,3,4,2,1,5,1,5,2,1,5,1,5,2,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,5,4,4,5,4,4,3,5,5,3,4,3,1,1,2,1,1,2,1,2,80,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,4,2,3,3,2,4,2,4,2,4,5,2,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,2,1,2,2,4,7,4,2,3,11,3,20,B,4.38,6,14,5,3,6.8707,8.2212,13.8122,0,3.5032,3.4153,6.9829,4.8295,5.3142,0,6.1469,3.3123,0,4.6663,0,0,5.3154,4.9861,0,3.2614,7.0236,4.3612,5.4375,8.7797,3.6592,3.8076,5.7254,5.4015,9.7332,11.046,4.6205,3.8133,9.8454,10.7358,7.9367,9.3229,4.866,0,6.3259,4.7569,10.3415,3.8763,7.0234,5.3085,12.2011,5.9422,0,5.8312,13.1477,5.1523,6.3187,3.7284,5.674,11.2467,4.8018,10.1027,5.6371,6.6023,0,10.0024,17.6572,0,6.787,0,6.5004,7.0655,6.288,0,5.709,4.7019,4.8388,7.4928,5.5762,6.2664,9.3782,0,6.2118,3.6294,19.4106,4.3844,10.2228,6.4365,5.854,4.629,3.9124,4.6956,0,6.8802,4.5645,103344,108005
9,0,14,9,1,2,2,2,2,2,2,2,2,9,2,4,2,2,4,4,2,4,5,5,2,5,5,5,5,5,5,5,4,4,4,1,1,4,5,3,3,4,5,4,3,3,5,5,5,5,5,4,3,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,2,2,4,4,4,4,4,4,3,2,3,3,2,-8,-8,-8,-8,-8,-8,-8,50,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,3,2,3,4,3,1,2,3,2,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,2,1,2,1,1,9,4,2,2,15,1,19,B,10.5,6,23,1,3,15.0586,20.1374,34.936,0,35.6142,0,34.915,16.9624,0,16.7096,34.2943,21.2488,19.0569,0,39.1539,0,37.4716,16.36,19.362,17.2914,32.7707,17.3173,0,17.3622,15.9918,21.3615,17.613,0,20.3103,0,0,18.7423,0,0,16.5703,18.2457,0,16.0965,19.7475,14.8706,14.2052,21.5025,0,0,0,0,17.6461,0,24.2816,16.2217,17.2448,15.4626,20.0254,20.5583,39.6634,20.8418,21.698,0,0,0,20.8591,21.142,21.2553,0,18.3593,0,17.6842,0,18.614,0,0,24.6497,16.3074,37.8928,33.3579,42.0175,16.5525,0,14.3222,17.4258,35.1627,28.8096,18.3525,29.2402,35.2681,20.2947,0,18.4801,44.9881,104663,100227
1,4,9,0,-8,1,2,1,2,2,1,1,1,1,2,9,3,3,3,3,3,3,4,5,4,5,3,3,4,5,5,3,2,5,5,5,4,2,2,5,4,2,2,5,3,2,2,5,5,3,4,5,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,4,4,5,4,4,4,3,1,1,1,1,1,1,1,1,100,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,4,4,4,4,4,4,4,4,4,3,4,1,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,1,2,2,3,1,5,4,2,2,15,3,20,B,13.11,6,9,3,1,1.1424,.2073,.1997,1.2908,1.3009,1.5378,1.1921,1.6751,1.3906,1.9419,1.3642,.8315,1.6166,.3972,.8499,1.7408,1.36,.9715,1.7902,1.0788,1.4062,1.7461,2.4306,1.6292,.8197,.6283,.8242,.8392,1.0719,1.2963,1.2957,.3675,1.2221,1.1254,.6672,.8496,2.2876,.8637,1.2245,1.0615,2.3705,.2131,1.4902,1.1755,1.0676,1.6977,1.0836,2.885,1.364,1.0833,.7985,1.4242,1.0684,1.2511,2.4397,1.8472,1.2868,.8298,.5874,2.4625,.6659,1.009,.6515,.8822,1.0163,.8611,1.5144,1.0544,1.0855,.2227,1.3797,1.1105,1.0769,1.8351,1.549,1.4517,1.3899,.7766,1.3872,.803,.4543,.4537,1.6326,1.3127,1.3434,1.6565,1.2647,1.6955,.418,103149,100694
3,0,12,0,-8,2,2,2,2,2,2,1,1,7,2,5,4,4,3,2,4,3,3,5,2,5,3,5,5,1,5,2,3,5,1,5,2,1,1,5,1,1,2,5,2,1,4,5,5,2,4,5,1,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,2,5,4,4,4,4,2,3,5,3,2,4,3,1,1,2,1,1,1,2,2,95,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,3,4,3,3,2,4,4,3,3,3,2,2,4,-8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,1,1,2,3,1,3,4,2,1,12,1,19,B,11,6,12,2,1,15.6131,19.9921,20.0879,31.3123,0,0,21.1319,0,0,0,0,20.0553,19.6616,20.0423,18.5324,0,18.2576,20.1118,24.2751,20.9212,31.5432,17.5798,18.4773,25.2036,0,0,0,33.866,22.2215,19.7347,24.6528,20.6979,0,23.0572,23.2851,18.395,0,16.4026,0,0,41.097,16.2861,20.7572,0,23.4914,0,22.6896,27.0617,38.7441,17.0479,19.4298,17.5708,0,20.2723,0,0,20.7855,0,47.9849,0,20.3044,0,21.6748,45.9931,23.1794,47.7201,17.9289,20.2874,38.2562,44.5422,28.4151,36.8773,29.3943,24.5834,0,33.8832,0,35.9352,15.7086,18.6546,0,17.5487,25.106,0,0,23.5313,0,0,19.7081,104375,106398
3,21,11,2,2,2,2,2,2,2,2,2,2,9,7,4,3,2,2,3,3,3,4,5,5,5,2,5,5,5,5,2,4,5,3,3,2,2,2,5,2,2,1,5,1,1,1,5,5,3,1,5,4,4,1,2,3,3,3,4,4,4,4,2,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,2,3,5,3,3,2,3,1,1,2,1,1,2,2,2,95,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,2,2,2,2,3,3,5,2,4,-8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,2,3,1,24,4,2,1,15,2,19,B,14.07,6,13,3,2,4.4415,5.0005,0,5.1723,0,7.8736,0,3.7778,4.8328,5.8243,4.4204,3.4083,8.1586,4.2027,7.1694,5.8217,5.6733,8.0862,4.168,0,4.6113,0,0,3.9865,4.6512,4.5186,0,4.2934,4.7203,4.4684,4.0546,5.124,9.21,6.2676,0,3.8138,3.7987,0,3.717,7.4619,4.6095,0,4.0738,4.31,5.4499,4.9215,3.9883,8.0289,7.5773,0,0,4.1039,0,7.0592,4.4391,4.4853,4.7432,4.3722,5.0569,4.0222,4.2104,4.9612,8.5719,0,4.6615,4.4655,0,5.5371,4.3212,8.4372,4.0648,3.6121,4.2494,5.0827,0,3.9713,5.0692,8.5597,4.9501,4.6794,0,9.3396,4.0555,4.0754,4.9503,4.9865,8.894,7.1791,4.2931,105323,110733
1,4,25,2,1,2,2,2,2,2,2,2,2,4,7,6,3,3,1,4,3,4,5,5,1,4,4,5,2,1,1,1,3,5,1,5,1,1,1,5,4,1,1,5,1,1,3,5,5,4,5,3,1,1,1,1,3,4,4,1,3,3,4,4,4,3,3,4,2,2,1,2,2,3,5,4,4,5,3,3,3,5,5,2,3,2,1,1,2,1,1,2,2,2,30,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,2,4,3,4,2,2,3,4,3,3,1,2,4,-8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1,2,3,2,3,1,5,4,2,1,7,1,13,B,16.63,6,27,1,1,16.4874,0,17.433,0,0,18.0756,16.2642,17.9896,29.8723,0,21.7165,18.2885,29.5183,0,22.3946,30.2644,26.7792,20.3001,0,15.1997,19.2533,0,0,15.0814,0,57.2503,15.693,0,0,16.2041,13.9912,0,19.4367,0,28.388,33.8427,0,19.4374,0,0,19.2121,28.354,0,32.7082,22.3646,21.5501,0,0,23.1586,20.2136,51.0561,28.8919,61.2268,17.5725,0,24.7235,37.6332,31.3889,0,16.7997,0,0,25.6702,21.0013,31.0021,21.8912,0,0,20.083,0,31.2281,0,22.4679,23.1862,19.7251,0,17.6817,15.9664,18.7331,24.9185,0,16.1089,18.1987,20.0141,17.0506,15.0986,25.139,45.2962,0,103333,102339
