A0053,A0054,A0055,A0056,A0057,A0058,A0059,A0060,A0061,A0062,A0063,A0064,A0065,A0067,A0068,A0069,A0070,A0071,A0072,A0073,A0074,A0075,A0077,A0079,A0080,A0081,A0083,A0085,A0087,A0088,A0089,A0091,A0093,A0095,A0096,A0097,A0098,A0100,A0102,A0104,A0105,A0107,A0109,A0111,A0112,A0114,A0116,A0118,A0119,A0121,A0123,A0125,A0126,A0127,A0129,A0130,A0131,A0132,A0133,A0134,A0135,A0136,A0137,A0138,A0139,A0140,A0141,A0142,A0143,A0144,A0145,A0146,A0147,A0149,A0150,A0151,A0153,A0154,A0156,A0157,A0158,A0159,A0160,A0161,A0162,A0163,A0164,A0165,A0166,A0167,A0168,A0169,A0170,A0171,A0173,A0174,A0175,A0176,A0177,A0178,A0179,A0180,A0181,A0182,A0183,A0184,A0185,A0186,A0187,A0188,A0189,A0190,A0191,A0192,A0193,A0194,A0195,A0196,A0197,A0198,A0199,A0200,A0201,A0202,A0203,A0204,A0205,A0225,A0226,A0227,A0228,A0229,A0230,AGE_P,ENRK12UG,F_A0053,F_A0054,F_A0055,F_A0056,F_A0057,F_A0058,F_A0059,F_A0060,F_A0061,F_A0062,F_A0063,F_A0064,F_A0065,F_A0067,F_A0068,F_A0069,F_A0070,F_A0071,F_A0072,F_A0073,F_A0074,F_A0075,F_A0077,F_A0079,F_A0080,F_A0081,F_A0083,F_A0085,F_A0087,F_A0088,F_A0089,F_A0091,F_A0093,F_A0095,F_A0096,F_A0097,F_A0098,F_A0100,F_A0102,F_A0104,F_A0105,F_A0107,F_A0109,F_A0111,F_A0112,F_A0114,F_A0116,F_A0118,F_A0119,F_A0121,F_A0123,F_A0125,F_A0126,F_A0127,F_A0129,F_A0130,F_A0131,F_A0132,F_A0133,F_A0134,F_A0135,F_A0136,F_A0137,F_A0138,F_A0139,F_A0140,F_A0141,F_A0142,F_A0143,F_A0144,F_A0145,F_A0146,F_A0147,F_A0149,F_A0150,F_A0151,F_A0153,F_A0154,F_A0156,F_A0157,F_A0158,F_A0159,F_A0160,F_A0161,F_A0162,F_A0163,F_A0164,F_A0165,F_A0166,F_A0167,F_A0168,F_A0169,F_A0170,F_A0171,F_A0173,F_A0174,F_A0175,F_A0176,F_A0177,F_A0178,F_A0179,F_A0180,F_A0181,F_A0182,F_A0183,F_A0184,F_A0185,F_A0186,F_A0187,F_A0188,F_A0189,F_A0190,F_A0191,F_A0192,F_A0193,F_A0194,F_A0195,F_A0196,F_A0197,F_A0198,F_A0199,F_A0200,F_A0201,F_A0202,F_A0203,F_A0204,F_A0205,F_A0225,F_A0226,F_A0227,F_A0228,F_A0229,F_A0230,GL_ACDM,GL_GRW,GL_HMRL,GL_LITCY,GL_MRL,GL_SKL,GL_WRK,MINENR,MINTCH,NAIS_MEM,NUMTCH,PGMTYPE,PRNEXPER,RACETH_P,REGION,RELIG,SBKGD_P,SCHLEVEL,SDLQ_P,SECTOR,STU_TCH,SURVEY,TCHEXPER,TUITIN,URBANIC,AFNLWGT,AREPWT1,AREPWT10,AREPWT11,AREPWT12,AREPWT13,AREPWT14,AREPWT15,AREPWT16,AREPWT17,AREPWT18,AREPWT19,AREPWT2,AREPWT20,AREPWT21,AREPWT22,AREPWT23,AREPWT24,AREPWT25,AREPWT26,AREPWT27,AREPWT28,AREPWT29,AREPWT3,AREPWT30,AREPWT31,AREPWT32,AREPWT33,AREPWT34,AREPWT35,AREPWT36,AREPWT37,AREPWT38,AREPWT39,AREPWT4,AREPWT40,AREPWT41,AREPWT42,AREPWT43,AREPWT44,AREPWT45,AREPWT46,AREPWT47,AREPWT48,AREPWT49,AREPWT5,AREPWT50,AREPWT51,AREPWT52,AREPWT53,AREPWT54,AREPWT55,AREPWT56,AREPWT57,AREPWT58,AREPWT59,AREPWT6,AREPWT60,AREPWT61,AREPWT62,AREPWT63,AREPWT64,AREPWT65,AREPWT66,AREPWT67,AREPWT68,AREPWT69,AREPWT7,AREPWT70,AREPWT71,AREPWT72,AREPWT73,AREPWT74,AREPWT75,AREPWT76,AREPWT77,AREPWT78,AREPWT79,AREPWT8,AREPWT80,AREPWT81,AREPWT82,AREPWT83,AREPWT84,AREPWT85,AREPWT86,AREPWT87,AREPWT88,AREPWT9,CNTLNUM,SCHCNTL
1,5,10,1,1,1,1,2,2,2,2,2,1,9,2,5,3,3,1,3,3,4,4,5,4,5,3,5,5,5,4,3,5,4,5,4,4,1,3,5,4,2,5,4,1,1,5,5,3,1,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,4,5,5,4,4,5,4,4,3,1,1,1,1,1,1,1,1,100,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,4,2,3,2,4,3,2,3,2,3,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,5,2,1,1,6,3,3,2,15,1,20,B,6.41,6,11,1,3,2.8741,0,3.4983,4.4144,3.5317,0,3.1556,3.5194,7.825,0,0,0,3.9122,3.7698,0,3.5603,3.9739,3.4342,3.9575,3.4958,0,3.3962,8.8212,0,3.3741,4.3276,0,4.1664,8.3422,0,4.0536,0,3.4513,3.1429,0,7.4077,3.6073,3.1892,3.9539,3.2151,0,4.5092,0,0,0,8.2844,7.7188,3.2276,4.3941,0,0,0,3.7913,3.9333,3.9402,0,0,2.9558,0,3.2417,4.1722,0,4.5204,0,8.0308,0,3.5533,3.5937,0,3.8263,3.5335,0,0,3.5145,3.402,3.9925,2.9471,3.8761,6.127,3.2099,6.7123,3.0766,7.7618,7.0357,3.56,4.0645,0,7.6103,4.2942,109389,109918
13,4,13,0,-8,2,2,2,2,2,1,1,1,2,4,5,3,3,4,4,4,4,1,4,2,5,1,1,4,5,5,1,1,3,4,5,1,1,1,3,3,1,1,5,4,1,1,5,4,1,4,4,1,3,1,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,3,2,5,4,4,2,2,2,5,5,5,2,1,1,2,1,1,2,1,2,100,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,3,2,4,2,2,3,2,2,3,5,1,4,-8,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,2,1,3,1,17,4,3,3,16,3,20,B,11.77,6,13,5,1,2.6095,3.4414,3.079,0,3.339,2.7907,0,2.8515,2.7076,2.8529,2.9398,3.1485,3.5167,3.1942,2.9587,0,0,2.8577,3.6217,0,3.293,3.1213,0,0,2.8296,2.9389,2.726,0,5.2071,0,3.8742,3.066,3.5735,0,6.1748,0,0,0,3.4276,0,3.5015,0,3.0033,3.0001,2.5748,0,3.0556,0,3.1681,2.5261,2.8774,2.8728,0,0,6.1209,3.0028,2.9312,7.3927,2.874,3.1481,2.9235,2.9225,3.2987,6.1103,2.5478,2.9268,2.8545,0,3.0231,3.5114,0,3.112,0,0,0,3.0568,3.0103,2.9068,0,2.7701,2.4359,3.4066,2.7849,3.0537,0,2.7021,0,0,3.0288,103777,109602
4,9,6,0,-8,2,2,2,2,2,2,2,2,2,3,1,3,2,3,2,3,3,2,5,4,4,3,3,5,5,5,4,1,5,1,3,1,1,1,5,2,1,5,5,1,1,2,5,5,3,5,5,1,3,1,2,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,2,2,4,3,3,3,4,1,1,1,1,1,1,2,2,90,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,3,3,2,2,2,1,3,3,4,1,4,-8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,2,1,1,2,3,1,13,4,3,2,13,3,19,B,13.64,6,6,2,1,8.3668,0,9.3048,8.6837,7.7699,7.5985,0,8.8458,6.4559,16.3262,10.0517,0,13.0803,10.1866,8.1105,0,0,0,10.4824,14.7286,11.4503,12.047,6.586,0,0,7.7758,0,17.3239,9.9795,0,11.6703,0,16.6996,7.9431,12.3608,9.3706,8.3176,21.8502,8.0635,0,0,6.5747,0,20.2238,0,0,10.9848,0,7.963,16.0211,9.7065,0,7.5174,0,0,9.001,6.2538,16.7359,10.9695,8.286,0,12.6167,7.7979,0,7.3926,0,0,10.3136,8.0273,0,11.4329,14.9422,8.0318,9.2699,6.8367,0,9.4935,0,0,0,13.4661,0,6.862,0,10.713,17.3092,11.0473,8.9963,15.5898,103448,108154
0,26,9,26,1,2,1,1,2,2,1,1,1,5,6,2,3,3,2,2,3,4,1,5,1,5,1,2,5,1,5,2,1,5,5,5,1,1,1,5,5,1,1,5,3,1,1,5,5,1,2,5,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,5,5,5,5,3,1,1,1,1,1,1,1,2,100,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,4,4,4,4,2,4,4,4,4,4,6,1,4,-8,2,5,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,-9,2,-9,-9,26,4,3,2,16,1,20,B,-9,6,35,-9,2,1.1718,.8227,1.4471,1.6724,2.2747,.7341,1.4135,1.5115,1.4808,1.3187,1.025,.9605,.9566,1.3965,1.2781,.565,1.4102,1.1657,1.0747,1.2704,1.2146,1.0611,.9796,1.4301,.6764,.8603,.9781,.2847,1.1427,1.1439,.9557,1.5624,.8196,2.0308,1.9069,1.1098,.8149,.8216,1.0517,.9372,1.0565,1.0127,.5754,1.3029,1.1134,1.3779,1.5766,1.8966,1.0295,1.5829,1.4354,.7123,1.1742,.9389,1.4702,.8459,.8362,1.2663,.7964,1.1307,1.7866,1.3365,1.2873,.8765,.4066,1.2627,.8968,1.1268,2.0389,.8702,1.1595,.9603,1.0967,1.2403,.6318,1.5408,.7836,1.0208,.7824,.661,1.5601,1.1513,1.3468,.8462,1.1731,1.6269,1.9386,1.3895,1.5434,101581,102167
0,1,4,2,1,2,2,2,2,2,2,2,2,9,4,3,3,3,3,3,2,3,4,4,1,3,2,4,3,1,4,1,2,3,1,3,1,1,4,4,1,2,5,3,2,2,4,4,4,1,4,3,1,2,1,2,3,4,4,3,4,4,4,4,4,4,3,4,2,2,4,2,3,3,3,2,4,3,3,2,2,1,4,3,3,3,1,1,1,1,1,1,1,1,75,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,4,4,2,2,2,4,4,3,3,1,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,2,1,1,1,4,3,2,11,3,18,B,7.25,6,6,3,2,9.3104,6.771,11.3408,11.0014,12.833,19.5514,21.8367,11.0065,8.1515,18.6629,0,0,0,8.7756,16.4149,8.9807,7.5137,0,10.1072,17.1923,10.3817,9.1519,12.2819,0,0,19.7477,8.8585,7.5128,12.4272,17.9999,9.6559,18.8834,7.8062,13.2037,17.7592,16.319,7.1415,17.6413,27.8566,0,0,16.7979,0,8.3181,20.7885,10.4613,8.8546,32.514,7.953,10.7841,9.0233,0,7.9984,0,8.391,7.9617,0,8.9663,8.2638,0,18.2008,13.4687,12.0788,7.7084,8.257,10.6191,0,0,18.2814,19.0157,12.5464,13.6774,8.8894,13.5444,0,7.8448,0,0,8.6596,0,0,10.1252,17.5642,13.4327,6.2816,10.0318,9.5481,9.3112,8.2175,100876,104655
12,4,9,16,1,2,2,2,2,2,2,2,2,1,9,4,3,3,3,3,5,4,1,5,1,5,5,1,5,1,5,3,1,5,1,5,1,1,1,5,5,3,1,5,5,2,1,5,5,3,1,5,1,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,1,1,1,1,3,3,3,3,3,3,3,3,2,2,-8,-8,-8,-8,-8,-8,-8,100,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,4,4,4,4,1,1,4,4,4,2,1,2,4,-8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,1,1,2,1,1,16,4,3,2,15,3,20,B,11,6,25,1,1,69.1977,102.666,0,105.6774,0,0,0,148.6624,0,0,124.5697,0,0,0,98.9709,125.7366,0,83.7248,112.8618,0,0,0,116.623,0,0,0,0,107.9226,131.201,96.7348,0,130.3109,106.8173,146.1081,0,125.3081,0,180.4572,0,0,0,77.7337,91.4194,0,0,0,113.6919,103.8724,103.7701,129.4812,0,80.3062,0,94.6795,136.3068,0,0,111.9725,0,86.5358,0,73.0692,0,91.2778,195.1976,0,96.7568,0,99.3046,163.6482,131.5623,118.2655,0,0,82.9712,85.7051,147.3486,0,77.9256,0,0,0,0,0,108.0608,114.4727,179.2023,0,92.4919,100696,103604
1,20,13,0,-8,1,2,1,2,2,2,1,1,2,5,6,4,3,3,3,3,4,4,4,5,5,3,3,4,5,5,3,3,4,5,5,2,3,2,5,4,2,2,5,5,2,3,5,5,3,3,5,5,5,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,5,5,4,4,5,5,5,5,4,5,3,1,1,2,1,1,1,2,1,100,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,4,4,4,4,3,4,4,4,4,3,5,1,4,-8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,1,21,4,3,3,15,3,18,B,8.21,6,13,3,3,13.4941,0,24.6516,8.0788,22.2376,22.2021,13.659,14.9985,14.7381,10.114,7.1495,20.9168,28.1469,10.2995,23.4429,15.0679,14.6757,49.72,0,27.9052,48.139,10.9532,38.8302,27.4061,13.1017,19.3687,26.0299,24.2843,36.5579,0,28.7346,16.7593,0,55.4688,44.427,26.5041,9.5621,49.1532,24.2696,20.8595,29.3027,25.786,7.9162,0,0,0,24.4565,15.5136,11.017,22.4535,15.8393,27.0264,33.9283,27.0663,20.4663,39.526,0,27.8813,19.7678,0,10.6721,0,21.773,28.492,7.9212,0,7.7025,12.1659,0,26.8234,19.3586,21.4526,37.3731,27.738,18.1313,0,0,7.9454,17.2062,18.1568,18.105,23.6546,32.3197,10.6168,26.6254,19.4256,11.9067,34.9704,10.1055,109372,105728
1,24,7,19,2,1,2,2,2,2,1,2,2,9,2,4,3,3,3,4,2,3,3,5,1,5,4,2,5,4,5,3,3,5,3,4,1,2,3,5,3,3,4,5,3,3,5,5,5,4,5,5,2,2,2,2,3,3,4,3,3,3,4,4,4,4,3,4,3,4,4,3,4,5,3,4,3,4,4,3,3,5,3,3,4,3,1,1,2,1,1,1,2,2,93,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,4,4,2,4,2,3,4,4,4,3,4,1,4,-8,2,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,1,2,3,1,25,4,3,2,15,1,16,B,18.1,6,26,2,1,11.1928,11.9114,9.3773,0,29.0912,0,31.443,25.5218,21.5086,12.4874,0,11.9559,15.0329,16.3748,14.085,0,29.3979,0,13.8364,0,15.0554,0,13.3136,14.6633,26.0913,0,0,0,0,13.6463,0,0,0,0,0,15.0868,0,28.8089,15.5001,25.7671,13.4639,30.4261,0,0,0,15.2917,13.7031,14.9261,12.8696,15.194,11.7926,13.6265,0,11.7335,16.5222,15.4094,0,28.4678,26.5489,0,15.435,0,13.0222,23.8852,0,0,0,14.2438,0,0,0,13.0522,27.3836,15.7596,28.678,0,0,15.3511,25.4684,16.427,0,0,16.6903,12.6147,0,0,11.2451,12.3208,13.244,100170,109320
1,0,5,1,2,1,2,2,2,2,1,2,2,7,2,5,3,2,2,3,2,3,5,4,3,3,2,4,5,4,4,2,2,5,3,2,2,4,1,5,4,1,4,5,2,2,4,5,3,2,3,5,2,2,2,3,3,3,3,3,4,4,4,3,3,4,3,4,3,4,4,3,4,2,4,3,3,4,4,3,3,2,2,2,3,3,1,1,2,1,1,2,1,2,80,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,3,2,2,2,2,4,2,3,3,2,4,1,4,-8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,2,1,2,2,3,1,1,4,3,2,15,3,18,B,9.87,6,6,5,1,2.1125,1.7044,2.32,2.3044,0,1.5359,2.092,0,0,3.2012,1.7739,3.0662,1.516,1.9169,2.7596,0,1.5878,1.7584,2.4775,1.8016,2.4465,1.5793,2.0478,2.9378,2.2009,1.5678,2.1584,3.2224,0,2.1925,1.6645,1.8177,2.0396,1.4306,2.6036,2.4924,1.784,3.2474,3.0811,0,2.0436,1.4891,2.4902,1.8833,2.4621,2.2201,2.09,2.5045,3.3304,3.0868,1.9904,3.0623,3.1794,1.4535,2.9666,2.6327,0,1.8199,3.2464,3.1396,2.4337,1.8165,0,1.7488,0,2.53,3.1009,2.5087,1.8353,3.0063,1.9887,3.2874,2.4767,2.6724,3.6807,2.905,3.0041,2.5316,2.8825,1.6633,2.2629,0,1.7073,1.949,1.9035,1.992,2.0604,1.9245,2.9448,109963,102192
3,0,10,0,-8,2,1,1,2,2,2,2,2,2,4,5,4,4,3,4,4,4,1,5,1,4,2,1,5,1,4,1,1,5,1,5,1,1,1,5,3,2,1,5,1,1,1,5,3,1,1,5,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,3,3,5,3,1,1,2,2,1,2,1,2,100,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,4,4,4,4,4,4,4,4,4,2,1,2,4,-8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,2,3,2,3,4,3,3,15,1,20,B,10.34,6,10,3,3,6.0685,8.2145,5.2148,6.4763,0,6.3624,5.602,0,6.4121,7.1176,6.0167,7.5555,14.3216,0,12.8527,5.9119,6.2222,0,6.5565,0,6.8773,0,6.6529,6.0697,6.8516,0,0,13.3513,7.2766,13.5283,13.8701,0,0,6.9906,5.5428,0,0,0,6.6958,6.3401,7.0038,6.8576,0,0,13.4272,6.7308,7.1033,0,0,0,7.7884,12.6445,5.7874,0,0,7.5191,0,7.2972,13.4717,14.7345,6.5172,6.7266,5.9566,0,0,14.4278,13.1226,7.3532,7.1248,6.5886,6.6487,6.8018,5.9871,15.1558,5.5593,0,6.608,0,7.3449,14.1974,0,0,15.3553,6.5323,11.7746,7.7514,6.297,0,5.9374,111057,112196
0,11,10,2,2,1,2,1,2,2,1,1,1,2,7,4,3,3,2,3,4,4,5,4,3,3,3,1,5,4,4,1,2,5,2,4,1,2,1,5,4,1,1,5,3,1,3,5,4,1,5,4,1,1,1,3,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,5,5,3,3,4,5,4,3,3,3,3,3,2,1,1,2,1,2,2,2,2,90,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,2,1,2,3,4,3,2,4,3,6,1,4,-8,2,4,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,2,1,3,3,11,4,3,3,16,3,19,B,9.85,6,12,5,3,3.2536,3.3247,0,4.5534,2.9964,4.2525,3.1178,4.9043,0,0,6.3968,0,0,4.2667,3.8683,3.7469,3.7767,7.8747,6.468,3.9187,4.4425,3.3076,8.0241,3.8197,3.9458,0,4.465,3.9729,0,6.2116,6.0136,3.8571,0,0,3.6953,3.5762,0,3.0916,7.0474,4.0033,0,0,7.7498,4.0485,3.4903,3.2162,3.5132,0,4.6033,3.7804,0,0,4.0634,7.4045,3.6568,3.2576,0,0,6.879,4.4171,4.0811,0,6.9228,7.8018,0,3.4122,0,3.4914,3.7236,2.9811,0,3.6139,3.598,3.6522,3.7338,4.171,3.8389,3.0872,3.7243,3.9185,4.3241,5.2765,3.1666,8.1204,4.0401,7.8765,3.6975,4.5482,0,102978,107321
23,0,7,0,-8,1,1,2,2,2,2,2,1,9,2,4,3,3,3,4,4,3,3,5,5,5,4,3,5,5,5,3,3,5,5,5,3,2,3,5,4,2,4,5,2,2,4,5,5,3,5,5,3,5,2,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,3,2,1,1,1,1,1,1,1,2,80,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,2,2,3,3,5,1,4,-8,2,4,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,1,1,-9,2,-9,-9,23,4,3,2,16,3,17,B,-9,6,7,-9,1,5.0474,4.7016,6.092,9.7907,4.8067,12.1384,0,6.287,0,0,0,0,4.8818,5.8416,4.7629,5.5724,0,5.2791,9.221,5.5083,7.0921,5.524,6.1213,11.3552,6.3808,5.4888,11.102,4.8589,0,10.3265,5.1429,9.5404,4.7875,5.8375,5.6132,4.579,0,5.4211,0,4.7814,5.0149,0,4.1025,9.1033,0,10.3864,0,9.0627,0,4.1191,6.1692,5.0726,4.5611,5.2752,4.8849,10.5362,0,6.7511,4.5736,10.0386,5.7124,4.7096,4.7222,0,4.3603,5.1219,0,4.5523,9.2124,5.5368,12.706,9.4648,4.4818,0,10.5477,9.1906,0,10.0856,4.2189,9.0117,8.5095,4.322,0,5.0917,5.3765,12.5931,11.8642,8.575,10.7753,101552,102675
