AGE_T,AGE_TT,ASSIGN,ASSIGN_S,COLBARG,ENRK12UG,F_F0050,F_F0051,F_F0053,F_F0054,F_F0055,F_F0056,F_F0057,F_F0058,F_F0059,F_F0060,F_F0061,F_F0062,F_F0063,F_F0064,F_F0065,F_F0066,F_F0067,F_F0068,F_F0069,F_F0070,F_F0071,F_F0072,F_F0073,F_F0074,F_F0075,F_F0076,F_F0077,F_F0078,F_F0079,F_F0080,F_F0081,F_F0082,F_F0083,F_F0084,F_F0085,F_F0086,F_F0087,F_F0088,F_F0089,F_F0090,F_F0091,F_F0092,F_F0093,F_F0094,F_F0095,F_F0096,F_F0097,F_F0098,F_F0099,F_F0100,F_F0101,F_F0102,F_F0103,F_F0104,F_F0105,F_F0106,F_F0107,F_F0108,F_F0109,F_F0110,F_F0111,F_F0112,F_F0113,F_F0114,F_F0115,F_F0116,F_F0117,F_F0118,F_F0119,F_F0120,F_F0121,F_F0122,F_F0123,F_F0124,F_F0125,F_F0126,F_F0127,F_F0128,F_F0129,F_F0130,F_F0131,F_F0132,F_F0133,F_F0134,F_F0135,F_F0136,F_F0137,F_F0138,F_F0139,F_F0140,F_F0141,F_F0142,F_F0143,F_F0144,F_F0145,F_F0146,F_F0147,F_F0148,F_F0149,F_F0150,F_F0151,F_F0152,F_F0153,F_F0154,F_F0156,F_F0157,F_F0159,F_F0160,F_F0161,F_F0162,F_F0163,F_F0164,F_F0165,F_F0166,F_F0167,F_F0169,F_F0170,F_F0171,F_F0172,F_F0173,F_F0174,F_F0175,F_F0176,F_F0177,F_F0178,F_F0179,F_F0180,F_F0181,F_F0182,F_F0183,F_F0184,F_F0185,F_F0186,F_F0187,F_F0188,F_F0194,F_F0195,F_F0196,F_F0197,F0050,F0051,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0156,F0157,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0194,F0195,F0196,F0197,FTPT_S,GENDER,HIDEGREE,JOBDES_S,MINENR_S,MINTCH_S,NEWTCH,PD_CPTR,PD_DISC,PD_MTHD,PD_STAS,PD_STDS,PD_SUBJ,PGMTYPE,PLANS_S,RACE,RACETH_T,REGION,REGION_T,RELIG,SCHLEVEL,SECTOR,STATUS,SURVEY,TOTEXP_T,TOTEXPER,UNION,URBANIC,YRTCHSC,CNTLNUM,SCHCNTL,TFRPWT1,TFRPWT10,TFRPWT11,TFRPWT12,TFRPWT13,TFRPWT14,TFRPWT15,TFRPWT16,TFRPWT17,TFRPWT18,TFRPWT19,TFRPWT2,TFRPWT20,TFRPWT21,TFRPWT22,TFRPWT23,TFRPWT24,TFRPWT25,TFRPWT26,TFRPWT27,TFRPWT28,TFRPWT29,TFRPWT3,TFRPWT30,TFRPWT31,TFRPWT32,TFRPWT33,TFRPWT34,TFRPWT35,TFRPWT36,TFRPWT37,TFRPWT38,TFRPWT39,TFRPWT4,TFRPWT40,TFRPWT41,TFRPWT42,TFRPWT43,TFRPWT44,TFRPWT45,TFRPWT46,TFRPWT47,TFRPWT48,TFRPWT49,TFRPWT5,TFRPWT50,TFRPWT51,TFRPWT52,TFRPWT53,TFRPWT54,TFRPWT55,TFRPWT56,TFRPWT57,TFRPWT58,TFRPWT59,TFRPWT6,TFRPWT60,TFRPWT61,TFRPWT62,TFRPWT63,TFRPWT64,TFRPWT65,TFRPWT66,TFRPWT67,TFRPWT68,TFRPWT69,TFRPWT7,TFRPWT70,TFRPWT71,TFRPWT72,TFRPWT73,TFRPWT74,TFRPWT75,TFRPWT76,TFRPWT77,TFRPWT78,TFRPWT79,TFRPWT8,TFRPWT80,TFRPWT81,TFRPWT82,TFRPWT83,TFRPWT84,TFRPWT85,TFRPWT86,TFRPWT87,TFRPWT88,TFRPWT9,TFSFINWT
4,4,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,3,4,1,1,1,2,1,1,1,3,3,5,2,2,2,1,4,3,1,3,5,2,2,1,2,1,2,-8,2,2,5,2,2,2,2,5,2,4,4,4,2,1,5,4,4,4,4,4,4,2,5,2,2,4,4,2,2,2,1,4,4,2,2,1,1,2,2,2,2,3,2,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,3,1,0,0,1,2,3,-8,2,2,2,1,2,2,2,3,5,1,2,1,4,2,2,-8,1,A,L,TFS2,32,32,1,1,4,130119,108964,190.8067,240.8614,102.0602,0,171.6957,91.0969,90.9028,219.8536,363.8315,100.6907,106.637,110.3815,168.6793,0,78.0516,167.8432,0,210.8315,138.7564,232.6887,0,333.4605,0,0,133.8731,178.0576,123.4987,0,258.9347,114.8555,113.4161,95.0361,180.4195,226.7025,107.7135,213.2438,251.4782,120.0787,0,0,242.3173,215.921,141.0353,149.1028,116.9208,102.7589,0,109.1413,0,116.2482,111.0822,0,249.8175,129.4896,101.7224,100.1362,0,84.0301,107.5108,241.4853,114.6187,134.319,124.9048,102.9788,205.384,84.8089,125.9715,0,174.188,0,125.229,0,0,0,160.4376,0,0,104.5017,271.2791,230.3935,142.4994,255.6728,91.6758,0,126.2334,256.2993,191.3349,147.8672,131.7057
2,2,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,2,14,2,3,1,2,2,2,3,4,3,1,1,1,1,4,3,2,1,1,1,1,1,1,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,4,4,5,5,5,5,1,4,2,4,2,2,3,3,5,5,5,4,4,4,4,3,4,3,4,3,3,4,4,2,4,5,2,2,5,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,3,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,5,4,1,1,5,4,1,2,1,2,3,1,3,1,1,1,2,-8,2,1,2,3,2,4,2,5,4,1,1,1,4,3,3,-8,2,A,L,TFS2,15,15,1,3,2,102875,108975,20.9758,12.0175,0,0,30.0329,32.6495,15.0962,10.731,10.8718,14.1797,13.1835,16.7106,12.2155,11.6108,16.4467,12.0971,0,29.0894,11.5772,0,0,17.4101,16.5616,15.5074,13.7265,12.4981,0,10.9795,23.1789,0,16.8293,10.3048,13.863,21.5858,21.188,11.7557,0,14.6275,17.0818,16.9026,11.0114,16.1522,0,12.175,14.767,0,0,32.3781,36.4476,0,10.7449,0,12.2219,0,11.876,23.1145,16.1947,0,31.4577,0,13.9076,13.5194,17.7951,29.9248,20.0538,0,0,15.8668,11.9462,0,11.4276,11.4474,10.4216,23.1099,12.1562,14.2434,15.9767,0,0,0,10.8651,15.515,13.1301,0,28.0675,24.166,11.728,15.7728,13.9639
4,4,8,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,2,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,5,1,3,2,1,2,3,1,1,3,-8,2,2,5,1,5,4,4,5,3,4,2,2,4,2,1,5,5,3,4,5,4,4,4,3,4,4,2,3,4,2,5,4,4,2,2,1,5,4,4,5,4,4,4,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,6,1,1,0,1,1,3,3,1,2,2,2,2,2,1,2,1,5,2,1,4,2,2,-8,2,A,L,TFS2,36,36,1,2,27,137694,108979,9.7178,9.1216,0,20.4446,8.402,21.5356,8.5686,19.3697,9.593,21.1131,0,9.525,20.6123,10.911,0,9.4384,11.4666,8.3841,0,0,17.1174,0,10.7562,0,8.9848,14.2949,9.3708,9.7035,10.2003,8.8169,0,10.7323,10.4591,9.4271,9.2696,9.1713,8.6814,9.9042,8.4737,0,0,10.6212,9.6962,8.7469,28.1658,9.9613,10.6349,23.4096,8.798,10.6628,9.0853,9.4331,9.9932,8.9386,9.0317,9.4779,9.3411,9.355,8.3335,10.6551,11.2684,10.0604,9.826,11.9488,0,10.2269,8.5272,9.8365,21.0695,9.8209,0,9.572,20.0405,10.0796,13.6638,12.0183,10.0798,0,22.2474,13.2383,0,0,20.042,7.192,10.4374,0,19.3204,0,9.6423
3,3,9,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,2,12,2,1,2,1,1,4,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,2,-8,-8,4,4,5,4,4,4,4,4,4,4,4,2,4,4,4,5,5,4,2,4,4,3,4,5,4,2,4,4,4,4,5,5,4,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,1,3,3,2,3,3,3,1,3,2,1,2,1,3,3,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,1,0,0,1,2,4,-8,2,2,2,2,1,2,2,2,3,3,2,1,5,3,3,-8,2,A,L,TFS2,27,27,1,1,27,149145,108993,0,85.4386,0,56.9186,58.69,68.3227,64.0686,40.8139,49.7978,0,79.5605,66.8913,0,69.4633,0,0,0,0,0,49.9997,71.6215,84.92,45.4963,84.8311,0,73.99,60.8924,157.3466,72.099,0,61.0643,118.9218,54.9421,62.9145,83.9413,0,129.507,44.058,66.4734,0,0,0,0,85.0035,56.6735,63.3476,64.9942,51.0386,0,67.4325,62.767,55.4335,0,74.5353,71.9043,77.2461,69.4151,45.1947,73.473,82.7133,46.2605,38.0456,0,74.4363,66.3052,47.9984,0,122.4741,121.2755,74.9039,148.6259,53.4152,0,75.5321,47.1836,57.6891,75.3376,61.8988,50.933,58.3279,127.8517,0,0,79.4284,0,0,0,51.8792,51.0151
4,4,3,3,-8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,14,2,1,5,1,5,1,1,1,3,5,1,1,2,1,1,1,1,1,1,1,1,1,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,3,5,2,5,5,5,2,5,5,2,3,2,3,1,5,5,1,1,5,4,5,1,5,2,1,2,2,2,4,5,5,5,2,2,1,5,4,4,3,4,2,5,4,1,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,4,1,0,0,2,2,3,-8,2,1,2,1,2,1,1,1,1,1,4,1,4,2,2,2,3,B,L,TFS2,7,7,-8,1,3,132365,109002,26.1857,26.3193,100.5772,0,0,36.9822,48.5977,71.1378,0,0,55.7891,64.984,0,0,51.6136,0,67.1131,0,68.8651,36.2238,55.2563,53.4561,29.686,34.3503,0,49.5464,43.6501,0,47.4968,29.6342,46.7511,0,98.9207,37.3741,30.4525,0,50.6077,0,97.4857,66.2916,0,26.2113,38.9909,0,67.4691,97.8229,0,0,26.2725,32.5765,0,66.7833,33.2227,37.2427,69.2078,68.6417,47.5833,36.7869,43.5281,28.382,79.1005,0,44.0909,99.2936,71.7407,0,0,26.867,65.6191,96.438,34.0622,26.7613,150.7925,0,33.2026,100.5752,99.6226,27.0959,0,0,45.8948,0,45.5893,0,76.5956,0,0,29.7485,29.1248
4,4,7,13,-9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,-8,-8,4,5,3,1,5,5,5,1,4,5,1,2,4,5,2,5,5,4,2,5,5,5,4,5,2,1,5,1,5,4,4,4,4,2,2,2,5,4,4,4,4,4,4,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,4,1,1,1,1,3,5,2,1,2,3,1,2,2,0,0,1,2,2,-8,1,2,2,2,1,4,2,4,4,1,2,4,5,4,4,-8,1,A,L,TFS2,19,19,1,2,19,146544,109012,66.2776,109.7076,0,0,63.9847,60.4212,70.132,121.4262,0,115.9625,145.2714,112.0588,55.5771,60.7462,63.0837,71.506,62.4311,0,61.0617,64.4924,58.1204,70.1876,0,112.6148,53.3813,0,71.641,52.9544,110.366,0,59.4918,57.3628,0,0,57.1176,51.2753,135.0324,53.6507,63.2801,0,54.4571,55.4437,62.6553,65.4827,108.6129,55.271,112.6715,62.7303,65.5058,56.3457,173.9984,51.0149,128.1332,71.7854,0,0,144.4407,60.7231,0,61.2702,0,204.5569,112.1313,0,65.7258,0,61.403,112.0845,71.7344,49.4938,119.6909,154.7207,0,56.1231,67.3224,0,110.1434,107.075,62.703,130.9128,72.1539,63.153,97.8536,53.0595,119.7833,55.4521,117.5015,0,69.1769
4,4,1,5,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,2,1,1,4,1,1,1,1,1,1,1,3,2,2,2,2,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,4,2,4,5,5,4,4,3,4,4,4,3,2,4,5,5,3,3,4,2,5,3,4,4,5,5,2,4,4,5,4,4,2,2,1,4,4,4,5,4,4,3,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,2,2,0,0,1,2,1,-8,2,-9,2,1,1,1,1,1,1,-9,2,1,4,3,3,-8,1,A,L,TFS2,22,22,2,3,1,145244,109013,0,0,132.5709,0,0,184.0968,162.9698,125.2295,0,0,114.3533,0,168.9684,0,0,133.5248,145.4057,143.0219,0,0,0,149.6588,159.4772,135.5086,130.2222,0,0,0,143.0035,140.2594,161.4746,167.4058,129.7472,0,131.6572,310.39,0,118.7562,0,115.0808,177.5153,135.1434,133.3877,124.404,195.3346,161.8278,178.1693,156.6865,134.6523,262.2093,0,0,142.3877,0,0,0,124.6772,0,0,162.4971,0,108.9988,0,125.6109,141.7668,130.1504,154.9881,186.0485,281.6253,0,149.0324,119.08,161.2642,262.7909,145.4698,0,137.5228,0,0,152.8512,151.8285,227.0476,150.9223,171.9402,127.7499,222.9441,169.4729,108.9539,105.2898
3,3,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,1,3,1,3,1,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,5,4,4,4,4,4,5,2,1,1,5,4,5,1,4,5,2,4,1,2,1,2,5,1,5,1,4,4,4,2,2,1,4,4,3,2,2,3,2,2,1,2,2,2,2,2,3,2,3,3,3,1,3,2,3,3,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,2,2,3,0,0,1,2,2,-8,2,2,2,4,1,1,1,1,4,1,5,2,3,3,3,-8,2,A,L,TFS2,10,10,1,3,10,102435,109019,0,57.25,21.9427,23.3725,30.3647,25.4405,47.8257,0,44.4259,28.0971,28.8574,27.7558,0,28.8449,0,0,28.3777,30.3128,38.9072,18.2058,0,18.7477,0,27.6963,0,27.8054,27.7437,55.5584,29.1077,0,27.7072,23.9254,26.4148,0,0,0,52.8599,23.7252,29.6351,20.4288,56.2761,58.866,20.6854,0,24.5643,28.3202,0,29.5651,22.9407,53.2032,28.3283,22.9218,29.6188,30.1964,28.9203,28.5968,0,41.1588,27.7533,0,20.0792,42.9637,0,52.125,20.4766,23.4682,28.3541,0,0,29.035,20.6908,0,59.0685,0,20.3804,55.2081,26.1204,0,42.6984,50.023,59.4435,22.1076,32.1005,29.2276,41.5665,22.7783,20.1715,24.3448,26.1046
4,4,4,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,4,1,4,1,1,1,1,1,1,3,1,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,4,1,1,5,5,5,4,2,2,4,4,2,2,4,4,4,5,3,5,2,2,5,4,2,4,4,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,2,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,3,1,1,2,2,4,3,4,2,2,3,2,4,2,0,0,1,1,3,-8,1,2,2,1,1,2,1,1,1,1,5,1,4,1,1,-8,2,A,L,TFS2,4,4,1,2,4,132011,109022,46.1058,51.5745,49.5086,0,54.5094,0,49.918,122.9611,54.4448,0,0,0,0,73.9834,61.1287,0,72.0999,46.6498,0,57.3555,0,0,56.6653,114.2778,63.755,0,0,98.3865,0,0,55.5555,0,0,68.6257,45.1325,71.2974,0,0,111.6992,85.5462,0,0,48.9295,0,0,0,61.1936,64.4899,57.2312,70.1046,0,63.7582,58.0974,55.5098,62.5848,79.776,0,101.793,78.5391,62.226,0,53.0955,92.0115,0,47.4225,0,60.2228,0,0,0,59.9627,54.5762,57.3787,55.0097,0,71.9973,52.8611,0,38.8146,136.2061,46.0654,0,53.1315,142.2213,67.0935,111.8438,40.8586,43.0564,36.5875
4,4,3,3,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,3,8,3,6,4,1,5,10,1,1,1,1,1,1,4,1,4,1,3,1,4,1,2,3,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,5,5,5,5,4,4,5,4,1,3,5,1,5,3,3,5,5,1,1,5,5,1,2,2,2,1,1,2,2,3,2,2,3,3,2,2,3,1,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,1,5,5,1,4,5,3,4,1,2,1,2,5,1,0,0,2,2,3,-8,1,-9,2,1,2,2,2,3,5,-9,5,1,4,1,1,-8,2,A,L,TFS2,24,24,1,2,11,108552,109041,0,54.2595,138.5217,0,0,84.0744,43.5548,63.434,57.115,0,59.9063,117.6018,146.5699,0,44.5545,113.6605,38.9006,117.4346,77.5388,45.9233,52.6299,53.0862,82.6949,0,43.2486,43.1252,71.3374,62.5903,64.699,78.1423,45.2703,155.3248,0,88.6256,65.2222,0,64.5719,103.1128,65.8655,47.1476,60.6047,0,0,48.9932,43.4104,50.8306,64.2251,47.33,97.3177,59.4198,0,53.6438,42.792,52.2639,80.383,0,0,116.8337,49.2689,116.2541,102.7516,37.1363,0,42.8036,68.8281,48.7556,0,127.4349,59.4884,0,50.9376,40.6489,0,110.5497,80.2951,139.0183,151.3239,88.7099,0,60.8088,85.8824,42.0863,63.1401,49.0994,91.4857,90.2885,49.351,132.7173,59.4908
4,4,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,5,1,1,1,1,1,3,1,1,1,2,4,4,5,4,5,5,5,4,2,4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,2,3,4,4,4,3,4,2,4,2,2,1,4,3,3,2,2,3,1,3,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,5,1,4,0,1,2,2,-8,2,4,2,4,2,3,1,3,3,1,2,1,4,4,4,-8,1,A,L,TFS2,27,27,1,3,28,130144,109044,47.4099,30.9561,31.2142,0,0,32.0079,0,33.0998,44.5507,32.0599,0,81.0359,50.8961,0,40.1245,0,54.0689,37.9454,86.3446,0,0,43.1675,48.7536,0,46.1486,43.6381,0,40.9041,38.6123,0,0,43.6186,39.7872,79.2036,46.3082,39.1091,40.7219,0,37.2269,0,38.6788,49.983,54.6349,54.1726,0,0,0,0,51.5046,51.742,44.5562,0,0,0,64.4768,0,114.0762,58.8946,78.3413,49.6898,43.412,0,34.9124,39.9531,61.9556,0,35.5876,53.7499,43.2305,0,64.0115,46.8222,0,0,37.1942,44.099,0,0,0,65.3604,57.8203,0,0,42.728,38.7333,0,0,43.6448,27.3284
