AGE_T,AGE_TT,ASSIGN,ASSIGN_S,COLBARG,ENRK12UG,F_F0050,F_F0051,F_F0053,F_F0054,F_F0055,F_F0056,F_F0057,F_F0058,F_F0059,F_F0060,F_F0061,F_F0062,F_F0063,F_F0064,F_F0065,F_F0066,F_F0067,F_F0068,F_F0069,F_F0070,F_F0071,F_F0072,F_F0073,F_F0074,F_F0075,F_F0076,F_F0077,F_F0078,F_F0079,F_F0080,F_F0081,F_F0082,F_F0083,F_F0084,F_F0085,F_F0086,F_F0087,F_F0088,F_F0089,F_F0090,F_F0091,F_F0092,F_F0093,F_F0094,F_F0095,F_F0096,F_F0097,F_F0098,F_F0099,F_F0100,F_F0101,F_F0102,F_F0103,F_F0104,F_F0105,F_F0106,F_F0107,F_F0108,F_F0109,F_F0110,F_F0111,F_F0112,F_F0113,F_F0114,F_F0115,F_F0116,F_F0117,F_F0118,F_F0119,F_F0120,F_F0121,F_F0122,F_F0123,F_F0124,F_F0125,F_F0126,F_F0127,F_F0128,F_F0129,F_F0130,F_F0131,F_F0132,F_F0133,F_F0134,F_F0135,F_F0136,F_F0137,F_F0138,F_F0139,F_F0140,F_F0141,F_F0142,F_F0143,F_F0144,F_F0145,F_F0146,F_F0147,F_F0148,F_F0149,F_F0150,F_F0151,F_F0152,F_F0153,F_F0154,F_F0156,F_F0157,F_F0159,F_F0160,F_F0161,F_F0162,F_F0163,F_F0164,F_F0165,F_F0166,F_F0167,F_F0169,F_F0170,F_F0171,F_F0172,F_F0173,F_F0174,F_F0175,F_F0176,F_F0177,F_F0178,F_F0179,F_F0180,F_F0181,F_F0182,F_F0183,F_F0184,F_F0185,F_F0186,F_F0187,F_F0188,F_F0194,F_F0195,F_F0196,F_F0197,F0050,F0051,F0053,F0054,F0055,F0056,F0057,F0058,F0059,F0060,F0061,F0062,F0063,F0064,F0065,F0066,F0067,F0068,F0069,F0070,F0071,F0072,F0073,F0074,F0075,F0076,F0077,F0078,F0079,F0080,F0081,F0082,F0083,F0084,F0085,F0086,F0087,F0088,F0089,F0090,F0091,F0092,F0093,F0094,F0095,F0096,F0097,F0098,F0099,F0100,F0101,F0102,F0103,F0104,F0105,F0106,F0107,F0108,F0109,F0110,F0111,F0112,F0113,F0114,F0115,F0116,F0117,F0118,F0119,F0120,F0121,F0122,F0123,F0124,F0125,F0126,F0127,F0128,F0129,F0130,F0131,F0132,F0133,F0134,F0135,F0136,F0137,F0138,F0139,F0140,F0141,F0142,F0143,F0144,F0145,F0146,F0147,F0148,F0149,F0150,F0151,F0152,F0153,F0154,F0156,F0157,F0159,F0160,F0161,F0162,F0163,F0164,F0165,F0166,F0167,F0169,F0170,F0171,F0172,F0173,F0174,F0175,F0176,F0177,F0178,F0179,F0180,F0181,F0182,F0183,F0184,F0185,F0186,F0187,F0188,F0194,F0195,F0196,F0197,FTPT_S,GENDER,HIDEGREE,JOBDES_S,MINENR_S,MINTCH_S,NEWTCH,PD_CPTR,PD_DISC,PD_MTHD,PD_STAS,PD_STDS,PD_SUBJ,PGMTYPE,PLANS_S,RACE,RACETH_T,REGION,REGION_T,RELIG,SCHLEVEL,SECTOR,STATUS,SURVEY,TOTEXP_T,TOTEXPER,UNION,URBANIC,YRTCHSC,CNTLNUM,SCHCNTL,TFRPWT1,TFRPWT10,TFRPWT11,TFRPWT12,TFRPWT13,TFRPWT14,TFRPWT15,TFRPWT16,TFRPWT17,TFRPWT18,TFRPWT19,TFRPWT2,TFRPWT20,TFRPWT21,TFRPWT22,TFRPWT23,TFRPWT24,TFRPWT25,TFRPWT26,TFRPWT27,TFRPWT28,TFRPWT29,TFRPWT3,TFRPWT30,TFRPWT31,TFRPWT32,TFRPWT33,TFRPWT34,TFRPWT35,TFRPWT36,TFRPWT37,TFRPWT38,TFRPWT39,TFRPWT4,TFRPWT40,TFRPWT41,TFRPWT42,TFRPWT43,TFRPWT44,TFRPWT45,TFRPWT46,TFRPWT47,TFRPWT48,TFRPWT49,TFRPWT5,TFRPWT50,TFRPWT51,TFRPWT52,TFRPWT53,TFRPWT54,TFRPWT55,TFRPWT56,TFRPWT57,TFRPWT58,TFRPWT59,TFRPWT6,TFRPWT60,TFRPWT61,TFRPWT62,TFRPWT63,TFRPWT64,TFRPWT65,TFRPWT66,TFRPWT67,TFRPWT68,TFRPWT69,TFRPWT7,TFRPWT70,TFRPWT71,TFRPWT72,TFRPWT73,TFRPWT74,TFRPWT75,TFRPWT76,TFRPWT77,TFRPWT78,TFRPWT79,TFRPWT8,TFRPWT80,TFRPWT81,TFRPWT82,TFRPWT83,TFRPWT84,TFRPWT85,TFRPWT86,TFRPWT87,TFRPWT88,TFRPWT9,TFSFINWT
4,4,2,6,-8,2,0,0,0,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,4,5,1,5,5,5,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,5,4,5,5,5,1,5,5,1,1,5,5,1,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,1,2,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,1,4,4,1,5,5,1,1,3,1,1,-8,2,4,1,2,0,2,1,3,1,2,2,2,1,2,2,1,1,1,1,1,1,4,3,3,2,1,B,L,TFS2,6,6,-8,1,1,107154,101329,71.3887,45.6156,70.5119,52.3468,77.5298,28.1406,108.4088,40.8482,0,0,0,0,66.002,0,75.0295,0,145.9334,143.9245,145.0817,121.4462,0,77.7405,87.0447,51.2571,0,75.8045,153.5403,71.0006,52.3877,46.7039,147.7965,67.0709,34.0469,73.8729,76.6765,0,48.0785,95.1538,51.3799,74.407,0,105.4096,0,47.239,60.0344,0,0,56.4012,0,70.6919,70.1069,56.4145,52.1074,0,74.7724,136.956,58.5379,52.6007,56.5439,55.964,73.7674,90.6132,0,0,144.4578,126.0307,75.9627,62.8572,44.1749,70.591,75.9447,64.1049,86.0296,146.3785,54.8267,66.156,40.4308,87.4381,0,76.0695,65.1045,0,58.4299,99.3005,0,66.5333,0,67.949,74.7018
1,1,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,-8,3,11,1,1,1,3,5,5,1,3,1,1,1,1,1,3,5,1,1,1,4,1,1,1,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,4,4,1,4,3,3,5,4,5,5,4,4,4,1,4,5,2,4,2,4,4,4,5,5,2,5,2,4,2,2,1,1,2,2,3,4,1,5,5,5,2,5,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,4,1,1,1,1,1,3,-8,1,1,1,1,1,1,2,3,1,1,5,1,4,1,1,-8,2,A,L,TFS2,1,1,1,2,1,127354,101342,53.6326,63.0692,0,0,60.5374,0,0,0,34.8963,0,77.3769,50.2376,76.8217,0,138.0601,0,69.9886,126.8418,0,0,134.2641,0,43.5132,48.4826,0,39.7909,0,0,95.3203,80.6385,63.6089,0,63.2085,103.6019,53.7253,57.9901,0,0,0,79.2192,0,69.6579,73.7764,36.6511,62.9726,0,56.0601,44.4199,0,98.6275,55.3352,54.9997,56.458,45.2059,64.9338,66.1178,66.3017,70.2525,62.6041,53.0179,0,46.5575,0,51.6004,0,0,37.968,69.9185,43.0726,55.0595,123.4383,0,0,85.5035,0,41.2633,67.4128,0,0,0,62.4213,60.9555,60.1598,0,52.9853,69.3533,0,57.7461,36.6935
4,4,9,1,2,3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,5,5,1,4,4,4,4,2,3,2,-8,-8,4,4,4,3,5,5,4,4,4,4,2,2,3,4,3,4,5,3,3,5,4,4,3,4,4,4,4,5,5,4,4,4,4,2,2,3,4,4,4,4,4,4,4,3,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,1,0,0,1,1,3,-8,1,2,2,4,1,1,2,1,1,1,2,1,4,2,2,-8,2,A,L,TFS2,30,30,1,1,32,126363,101345,73.3116,0,0,107.2365,79.7563,74.8676,0,103.3313,80.5395,0,0,0,0,59.6782,0,0,0,0,85.1459,77.6692,75.2708,0,94.6045,0,0,0,147.3862,0,88.2149,105.594,0,101.9438,81.6311,0,103.5971,0,68.4791,82.3063,0,95.0443,0,84.3771,0,81.3659,100.0058,0,0,0,0,107.3372,0,0,54.3652,0,101.576,0,0,72.3348,72.859,0,0,0,0,0,78.5716,0,0,0,82.5514,78.5542,0,65.2496,0,0,76.7142,76.1892,89.6504,0,0,0,0,62.0324,65.4608,0,0,56.9977,0,76.4145,36.5343
4,4,1,5,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,1,14,2,4,5,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,3,4,5,5,5,5,2,5,4,5,5,2,3,5,5,4,3,4,4,4,5,5,4,4,5,3,3,3,3,2,3,2,2,1,4,4,2,4,3,3,2,3,1,1,1,1,1,3,3,1,3,1,1,1,2,1,3,1,3,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,3,2,5,1,4,1,3,2,1,1,-8,2,4,1,1,0,1,2,2,-8,1,1,2,4,1,2,1,1,2,1,2,1,4,1,1,-8,1,A,L,TFS2,7,7,1,2,12,133180,101349,0,702.0965,549.4142,0,890.0216,888.2943,949.6561,0,2693.5616,916.9499,993.5594,0,722.2104,2669.9837,566.5879,0,883.3108,680.8207,1934.4134,700.7562,0,1685.8642,0,1038.8333,0,0,0,0,1481.2545,0,1231.8525,1043.3339,1379.1627,1000.5465,955.011,853.6605,1192.3067,1130.5372,844.9833,0,0,1190.6468,957.9821,0,1002.7168,1042.8361,978.0523,0,0,0,0,0,897.9675,0,0,687.7505,1073.2366,826.0054,1553.9952,1003.2635,0,0,0,1650.2254,853.9765,0,1130.714,1471.5221,770.6794,1676.6067,2011.6751,1052.1213,662.6415,810.3257,0,1814.1467,817.6682,644.2186,1041.5667,1514.3444,0,0,1118.6764,989.4656,2209.2278,1064.9047,786.2595,0,657.3474
4,4,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,4,1,3,2,4,4,1,3,5,3,2,2,2,1,2,1,2,4,4,2,4,4,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,3,1,5,5,5,2,5,5,2,2,5,5,1,5,5,1,1,5,5,5,1,5,5,1,4,5,5,5,5,5,5,2,2,1,5,2,5,4,5,4,5,4,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,4,5,5,1,3,1,3,2,1,1,-8,2,4,1,1,0,2,2,3,-8,1,1,2,3,1,1,1,1,1,1,2,1,4,1,1,-8,1,A,L,TFS2,11,11,1,2,6,142243,101349,0,604.5608,363.0852,0,322.5334,439.6125,333.9467,0,912.6293,393.565,504.1317,0,367.1703,866.6626,254.1608,0,271.2691,445.2814,1163.9181,328.0533,0,646.7881,0,591.5795,0,0,0,0,902.6799,0,481.7601,251.3217,484.855,379.8089,439.5974,303.0039,303.9744,416.094,305.1788,0,0,508.3823,322.4525,0,310.4556,445.085,498.5537,0,0,0,0,0,349.5582,0,0,302.1257,522.6021,436.9342,1128.604,414.5833,0,0,0,1190.9583,282.9607,0,512.3414,869.4157,297.0346,940.4086,832.5602,342.2369,341.4955,337.304,0,834.6238,275.4605,571.8042,588.1288,593.4449,0,0,711.9326,587.2471,961.1124,418.3536,300.7916,0,273.9179
4,4,8,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,3,2,-8,-8,4,4,4,3,3,4,4,2,1,2,4,3,4,4,4,4,5,2,2,5,5,2,4,4,4,2,1,5,5,5,5,5,5,2,2,1,5,5,5,5,5,5,5,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,2,5,1,0,0,1,2,3,-8,2,2,2,1,3,3,2,3,4,1,2,1,4,4,4,-8,2,A,L,TFS2,30,30,2,1,8,104978,101350,0,0,0,0,0,45.06,0,43.4508,35.9281,34.9616,37.7798,36.6267,37.9198,0,0,0,36.7779,0,0,37.3291,0,0,0,0,0,0,40.613,0,37.7194,50.675,0,0,0,35.2439,39.9078,31.4553,0,39.822,30.0312,34.5181,0,0,37.7563,44.1323,31.8264,31.5964,38.7329,43.6691,36.9299,0,31.2384,31.8567,0,43.8841,40.4702,0,0,44.085,0,35.4577,34.3221,0,0,0,48.4865,46.6745,26.2315,0,0,0,0,0,47.3758,0,35.2178,0,0,0,0,86.5046,0,0,51.0942,0,52.0982,42.2973,29.3189,0,20.1311
4,4,8,13,1,3,0,0,0,0,0,0,0,0,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,1,4,1,1,1,5,2,4,4,4,2,3,5,3,1,1,5,4,1,2,2,2,4,5,1,1,3,-8,2,2,4,2,4,5,5,4,4,3,3,2,4,4,4,4,4,4,3,4,4,2,2,4,4,3,4,3,4,4,4,4,4,2,2,4,2,1,1,1,2,1,1,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,2,4,1,4,0,1,1,2,3,2,2,2,1,1,1,1,1,1,1,2,1,4,4,4,-8,2,A,L,TFS2,33,33,1,1,33,141590,101350,0,0,0,0,0,41.8405,0,45.3062,39.3241,35.2204,42.521,38.5087,33.2503,0,0,0,44.3803,0,0,38.4696,0,0,0,0,0,0,40.9538,0,37.2401,43.6575,0,0,0,33.8651,42.2958,33.1808,0,39.804,28.1097,30.7797,0,0,41.574,49.2048,34.7916,32.534,43.3148,40.4632,37.4108,0,36.4654,35.7454,0,41.1535,42.1737,0,0,39.2341,0,31.4185,36.5422,0,0,0,44.2416,48.1058,29.4991,0,0,0,0,0,41.8977,0,32.7827,0,0,0,0,78.2318,0,0,47.0063,0,48.0003,37.6347,32.8837,0,20.1132
4,4,9,1,0,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,4,4,1,1,1,1,1,1,5,4,1,2,1,2,1,1,1,3,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,5,5,5,5,5,5,3,4,4,2,2,3,4,3,5,4,1,4,2,2,4,3,4,5,2,3,3,3,3,4,4,4,2,2,1,4,3,3,4,5,4,5,2,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,1,1,1,5,5,1,2,1,2,1,2,2,1,2,0,2,1,1,-8,1,1,1,1,1,1,1,1,1,1,5,1,4,2,2,-8,1,A,L,TFS2,2,2,2,3,1,111296,101356,0,0,485.258,0,583.8822,0,0,0,0,0,604.517,0,371.7472,0,0,526.4108,0,468.3579,539.5581,0,705.6942,534.1725,274.9542,0,0,0,0,0,395.0753,499.5801,0,0,791.6502,595.2748,314.6767,0,0,0,318.4599,278.7677,0,0,0,486.1669,0,0,0,0,455.6847,755.2685,219.3535,385.1735,571.874,0,256.2202,563.8084,0,537.5358,0,0,0,367.336,362.9117,0,666.6252,502.8677,0,0,0,292.3648,0,0,282.1224,0,0,0,328.2256,0,519.6076,533.5835,526.413,0,0,0,811.1636,0,665.0163,403.7958,218.2413
4,4,9,1,2,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-8,1,14,2,4,4,1,3,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3,4,3,4,1,1,2,-8,-8,4,4,5,4,4,4,4,5,1,4,5,5,4,4,5,5,5,5,4,5,4,1,5,5,2,5,5,5,5,1,5,3,3,2,2,1,5,2,2,4,3,4,3,3,1,1,3,3,2,3,3,3,1,3,3,3,2,3,3,3,3,3,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3,5,1,3,1,5,2,1,1,-8,2,4,1,2,0,1,2,2,-8,2,2,2,1,2,1,2,3,2,1,2,1,4,2,2,-8,1,A,L,TFS2,31,31,1,2,29,120415,101369,0,217.0038,0,275.5041,0,193.8488,0,0,206.287,0,0,241.0249,237.8813,0,185.2963,252.7163,0,236.1247,0,0,0,183.5214,0,0,208.829,0,0,0,0,0,246.2365,0,0,221.0026,254.3685,0,0,0,291.211,0,0,0,0,323.466,0,0,269.0934,288.0289,0,283.7246,189.3022,0,0,0,336.6222,183.9818,0,0,261.7041,0,259.7108,0,0,262.2873,234.953,275.3269,0,230.0702,210.0572,237.9037,259.566,0,275.0799,0,214.2444,0,0,0,0,0,0,0,181.4106,0,186.5582,0,0,0,114.6728
4,4,9,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,6,-8,-8,-8,-8,-8,-8,9,1,1,3,5,1,1,1,1,1,1,1,3,2,2,1,2,1,1,4,1,1,2,1,1,2,1,1,2,-8,-8,1,2,5,2,5,5,5,1,4,5,4,4,4,2,1,5,5,4,4,5,5,2,2,5,4,2,4,2,2,2,2,4,4,2,2,5,5,5,5,4,4,2,2,5,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,5,1,0,0,1,1,3,-8,1,2,2,3,1,2,1,1,1,1,5,1,4,3,3,-8,2,A,L,TFS2,33,33,1,2,36,122654,101374,67.5497,59.7778,50.0343,31.5823,57.8517,60.1654,72.9851,62.5862,27.7558,69.1593,56.8676,30.7375,63.93,27.6001,25.0589,68.0518,62.5517,34.2769,55.9859,31.1974,55.7191,52.7834,59.4746,66.1789,56.5991,24.8799,70.266,59.2615,28.7372,70.0123,38.2707,26.1706,37.2982,47.5623,86.1736,27.2509,30.6304,28.1183,52.1339,68.8841,72.6882,64.4419,51.7481,62.329,53.2251,62.3768,70.17,69.4847,29.0975,63.611,60.9164,75.0626,53.6131,27.495,77.5833,55.896,60.9792,49.8781,34.012,60.5552,61.4006,56.799,70.1377,56.6792,93.3353,69.4926,53.8857,70.2595,38.1672,58.746,32.4078,53.3593,55.4046,57.2662,87.2037,68.1469,70.4574,51.8907,56.2906,37.091,55.9873,58.9688,87.4602,76.1372,60.8011,33.7786,23.5009,28.05,51.7944
3,3,9,13,-8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,9,-8,-8,-8,-8,-8,-8,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,3,3,3,5,5,5,1,5,5,2,1,4,5,2,3,3,1,1,5,5,5,3,5,5,1,3,5,4,4,4,5,5,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,2,4,1,12,3,2,1,2,3,1,2,2,1,2,3,2,3,4,1,2,1,4,1,1,2,2,B,L,TFS2,15,15,-8,1,13,130148,101382,98.7372,175.6904,84.4313,94.9485,99.1961,0,86.7634,108.6813,113.5602,99.5855,0,0,96.2707,89.663,0,0,200.3601,0,0,86.3231,85.7844,90.9012,125.2322,0,171.7067,0,106.2987,0,111.3852,0,0,0,0,88.8729,0,103.9761,94.693,105.2171,0,0,0,0,122.8781,0,0,0,121.2198,98.1391,0,105.1662,101.0303,82.6771,0,0,98.4554,83.5856,87.7335,0,0,0,0,96.413,79.6082,90.5478,0,100.559,92.8463,0,84.0305,95.741,91.27,88.3611,108.576,109.3766,104.9703,183.8368,110.5931,0,93.278,0,0,0,0,0,144.338,92.5306,230.1532,102.3432,69.6812
