F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
1,1,1,1,2,148792,100252,0,1,1,1,1,2,4,10.35,2,2,2,-8,-8,1,49,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,45,3,4,2,1,2,1,1,2,2,2,4,1,1,2,3,4,4,2,2,2,2,2,2,5,2,2,1,1,3,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,6,10,8,0,3,2,1,4,4,105835
1,2,1,1,1,114294,100284,0,2,2,2,3,2,4,20.28,3,4,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,2,1,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,7,6,1,1,36,1,4,2,2,2,3,1,2,2,2,7,4,1,2,3,5,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,5,27,5,0,3,3,1,5,1,108240
1,0,0,1,1,118221,100289,0,4,2,2,2,2,4,13.21,14,0,2,-8,-8,1,24,1,24,3,-8,-8,-8,-8,-8,-8,47,1,1,1,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,-8,-8,-8,-8,40,4,2,2,2,2,3,1,2,2,2,14,2,1,2,1,4,2,2,4,5,2,2,1,2,2,4,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,0,3,4,1,1,4,108997
2,1,0,1,2,107917,100295,0,3,2,2,3,2,4,13.32,6,0,2,-8,-8,1,19,1,42,4,-8,-8,-8,-8,-8,-8,25,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,8,8,8,8,40,4,5,2,2,2,3,2,2,2,1,6,2,1,3,1,4,3,3,2,2,3,2,2,3,3,2,1,2,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,7,14,12,0,5,6,1,5,4,100781
1,1,0,1,2,125938,100295,0,4,4,4,3,2,4,13.32,32,0,2,-8,-8,1,59,1,59,1,-8,-8,-8,-8,1,-8,32,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,1,1,-8,-8,-8,-8,40,2,2,2,2,2,5,1,1,1,1,32,2,1,3,1,4,3,3,2,2,3,2,2,3,3,2,1,2,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,7,14,12,0,5,6,1,5,4,100781
1,2,2,1,2,118877,100302,0,1,2,2,5,2,2,18.6,4,0,2,-8,-8,1,4,2,-8,-8,1,-8,-8,1,-8,-8,3,1,1,3,1,1,2,2,2,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,4,2,35,4,5,2,2,2,2,2,2,2,1,4,4,1,4,3,6,2,2,2,2,2,2,2,2,2,2,1,3,3,1,3,3,1,4,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,8,6,1,3,2,2,3,2,104301
1,0,0,2,2,109800,100309,0,4,1,1,1,2,4,14.68,8,26,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,12,1,1,1,1,2,2,2,2,2,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,5,22,0,0,0,22,2,1,2,2,2,1,2,2,2,1,34,2,3,2,3,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,12,2,3,0,4,5,2,4,4,103188
1,1,1,1,2,143979,100310,0,1,1,1,2,2,4,20.44,5,0,2,-8,-8,1,12,2,-8,-8,-8,-8,-8,-8,-8,-8,64,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,1,-8,-8,-8,-8,40,2,5,2,2,2,2,2,2,2,1,5,3,1,4,1,5,3,3,4,3,4,3,6,3,4,4,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,0,9,18,10,3,4,1,4,4,101367
1,2,0,1,2,142649,100311,0,4,4,4,4,2,3,11.43,23,1,2,-8,-8,1,4,1,25,1,-8,-8,-8,1,-8,-8,49,1,1,1,2,1,1,2,1,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,37,4,2,2,2,2,5,1,2,2,1,24,3,4,1,1,6,3,1,1,1,1,1,3,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,19,2,3,0,5,5,1,5,4,110278
2,3,1,1,2,130452,100316,0,4,2,2,3,2,1,19.75,30,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,5,5,35,2,2,2,2,2,3,2,2,2,1,30,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,9,3,9,4,1,2,3,1,106973
2,0,0,1,2,124277,100322,0,4,4,4,4,2,3,13.21,38,0,2,-8,-8,1,61,2,-8,-8,1,-8,-8,-8,-8,-8,56,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,5,5,5,3,30,1,5,2,2,2,5,2,2,2,2,38,4,1,3,1,5,4,2,2,5,2,2,1,4,2,4,1,1,3,1,1,3,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,28,0,10,0,4,6,1,5,4,102022
1,0,0,1,2,119025,100335,0,4,3,3,1,2,4,17.93,35,0,1,1,0,1,59,1,17,1,-8,-8,-8,-8,-8,-8,32,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,1,-8,-8,-8,-8,40,3,2,2,2,2,4,2,2,2,2,36,3,1,3,1,1,3,3,3,4,1,1,1,3,3,1,1,1,3,1,1,3,1,3,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,17,0,3,0,4,4,1,4,4,108231
3,0,0,2,2,115495,100338,0,2,2,2,1,2,4,8.98,9,0,2,-8,-8,1,5,1,42,3,-8,-8,-8,-8,-8,-8,32,1,1,3,1,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,3,2,2,2,2,2,2,2,2,1,9,2,1,3,3,2,2,2,2,2,3,3,2,5,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,3,3,1,0,7,1,3,1,2,1,4,103122
1,2,0,1,2,122619,100363,0,2,1,1,1,2,4,11.53,10,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,1,1,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,20,5,5,5,35,4,5,2,2,2,2,2,2,1,1,10,2,1,3,4,1,1,1,2,1,1,1,2,1,2,1,1,1,4,1,1,4,1,4,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,3,13,14,0,4,2,2,4,4,106941
1,1,0,1,1,130288,100376,0,4,3,3,5,2,4,16.78,33,0,2,-8,-8,1,59,1,59,1,-8,-8,-8,-8,-8,-8,32,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,35,3,2,2,2,2,4,2,2,2,1,33,2,1,4,1,2,4,4,2,4,2,2,2,2,2,2,1,1,4,1,1,4,1,2,2,2,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,0,13,0,4,3,2,3,4,110874
1,3,0,1,2,118442,100377,0,4,3,3,4,2,4,16.08,30,0,2,-8,-8,1,47,2,-8,-8,-8,-8,-8,-8,-8,-8,18,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,38,2,1,2,2,2,4,1,1,2,1,30,4,1,3,1,4,5,5,4,5,4,4,2,5,2,5,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,7,11,0,3,5,2,3,4,109059
1,0,0,1,2,128790,100377,0,4,3,3,4,2,4,16.08,23,0,1,0,2,1,17,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,2,2,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,4,2,2,2,2,4,2,1,2,2,25,4,1,3,1,4,5,5,4,5,4,4,2,5,2,5,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,7,11,0,3,5,2,3,4,109059
1,3,0,1,1,138133,100399,0,4,3,2,1,2,4,15.59,30,0,2,-8,-8,1,19,1,19,1,-8,-8,-8,-8,-8,-8,20,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,40,1,2,2,2,2,4,2,2,1,1,30,2,1,3,1,2,3,3,1,4,5,4,1,5,2,1,1,1,3,1,1,3,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,1,4,7,0,4,3,1,4,4,104346
1,2,0,1,1,127434,100402,0,4,1,1,1,2,4,11.79,26,0,2,-8,-8,1,59,2,-8,-8,-8,-8,-8,-8,-8,-8,32,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,42,5,4,2,2,2,2,2,2,2,2,26,2,1,2,1,1,4,1,1,1,1,1,1,1,5,1,3,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,9,0,3,1,1,1,4,101077
1,0,0,1,2,138342,100402,0,4,1,1,1,2,4,11.79,8,0,2,-8,-8,1,45,2,-8,-8,-8,-8,-8,-8,-8,-8,6,1,1,1,1,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,3,0,0,0,0,40,4,5,2,2,2,1,2,2,2,2,8,2,1,2,1,1,4,1,1,1,1,1,1,1,5,1,3,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,9,0,3,1,1,1,4,101077
1,2,0,1,1,128557,100406,0,4,3,3,2,2,4,14.29,34,0,2,-8,-8,1,24,1,42,1,-8,-8,-8,-8,-8,-8,64,1,1,1,2,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,37,5,2,2,2,2,4,1,2,2,1,34,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,0,23,0,3,2,1,4,4,108040
3,0,0,1,2,112350,100413,0,3,3,2,2,2,4,22.49,3,0,1,3,6,1,47,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,2,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,37,3,5,2,2,1,4,2,2,1,1,12,3,1,4,1,2,4,3,1,2,6,6,2,2,5,2,1,1,2,1,1,2,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,1,0,23,1,3,4,2,3,4,108736
1,0,0,1,2,117456,100423,0,4,2,2,3,2,1,17.97,28,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,5,5,5,35,5,2,2,2,2,3,2,2,2,1,28,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,-8,-8,-8,-8,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,6,0,13,6,3,2,2,4,4,107295
1,1,0,1,1,102081,100425,0,4,4,4,2,2,4,17.88,35,0,2,-8,-8,1,60,1,57,1,-8,-8,-8,-8,-8,-8,57,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,3,2,2,2,2,5,2,2,2,1,35,3,1,2,1,5,3,4,5,5,4,5,5,1,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,1,18,5,0,5,6,1,4,4,110340
1,6,1,2,1,138100,100440,0,2,4,4,1,2,4,9.66,11,2,2,-8,-8,1,5,1,42,4,-8,-8,-8,-8,-8,-8,22,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,52,2,3,2,1,2,4,1,2,2,2,13,1,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,0,10,1,3,1,1,1,4,105937
3,0,0,1,2,101824,100444,0,1,2,2,3,1,4,14.5,2,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,1,1,-8,-8,-8,-8,-8,-8,-8,-8,3,7,5,1,2,40,2,3,2,2,1,3,1,2,2,2,2,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,5,0,19,0,3,1,1,3,4,107129
1,1,0,1,1,112332,100449,0,1,2,1,1,2,4,16.25,3,1,2,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,22,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,45,4,4,2,2,1,1,1,2,1,2,4,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,1,2,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,3,0,8,3,3,1,1,3,4,109785
3,0,0,1,1,119617,100470,0,3,3,3,5,2,3,14.31,18,0,2,-8,-8,1,18,1,18,2,-8,-8,1,-8,-8,-8,18,1,1,1,2,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,1,1,2,1,2,5,2,2,2,1,18,4,1,3,1,1,3,3,1,2,2,6,1,1,6,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,0,14,0,4,4,1,3,3,103385
3,0,0,1,1,134249,100471,0,4,3,3,2,2,4,14.34,35,0,2,-8,-8,1,59,1,59,1,-8,-8,-8,-8,-8,-8,32,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,1,-8,-8,-8,-8,40,2,5,2,2,2,4,2,1,2,1,35,2,1,3,1,3,3,3,1,5,5,5,3,3,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,4,2,18,0,3,3,1,3,4,102745
1,0,0,1,2,119509,100475,0,4,2,2,3,2,4,17.85,23,0,2,-8,-8,1,9,2,-8,-8,-8,-8,-8,-8,-8,-8,41,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,37,1,2,2,2,2,4,2,2,2,1,23,2,1,3,1,5,4,4,5,1,1,1,5,6,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,18,1,3,1,5,5,1,4,4,101053
1,0,0,1,2,100123,100482,0,2,2,2,2,2,4,21.43,4,0,2,-8,-8,1,12,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,1,-8,-8,-8,-8,35,2,3,2,2,2,4,2,2,2,1,4,2,1,4,1,4,4,3,5,5,5,5,5,4,5,4,1,1,2,1,1,2,2,-8,-8,-8,-8,2,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,10,0,9,0,3,6,1,5,4,101688
1,0,0,1,1,123714,100482,0,4,4,4,2,2,4,21.43,33,0,2,-8,-8,1,57,1,57,1,-8,-8,-8,-8,-8,-8,16,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,4,2,2,2,2,5,2,2,2,1,33,2,1,4,1,4,4,3,5,5,5,5,5,4,5,4,1,1,2,1,1,2,2,-8,-8,-8,-8,2,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,10,0,9,0,3,6,1,5,4,101688
1,2,0,1,2,104447,100488,0,3,1,1,1,2,4,13.99,26,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,2,2,1,1,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,5,3,2,0,35,2,2,2,2,2,1,2,2,2,1,26,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,1,3,1,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,11,0,20,0,4,3,1,4,4,100954
1,2,0,1,1,144454,100491,0,3,1,1,5,1,4,16.68,1,2,2,-8,-8,1,4,2,-8,-8,-8,1,-8,-8,-8,-8,55,2,-8,2,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,3,5,5,5,5,35,2,5,2,2,2,1,2,1,2,1,3,4,1,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,1,5,20,6,5,1,1,4,3,105081
1,1,0,1,2,145504,100492,0,4,3,3,3,2,4,17.81,31,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,2,1,2,2,2,4,2,1,2,2,31,3,1,3,5,2,5,2,2,2,4,2,5,2,5,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,0,13,0,3,4,1,4,4,110537
1,1,0,1,1,148371,100504,0,4,4,4,2,2,4,12.0,32,0,2,-8,-8,1,4,1,4,2,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,7,2,2,40,3,2,2,2,2,5,2,2,2,1,32,2,1,2,3,4,1,1,5,1,1,1,4,2,3,1,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,6,0,20,0,5,6,2,3,4,102600
1,1,0,1,1,114626,100516,0,4,3,3,1,2,4,14.63,26,0,2,-8,-8,1,24,1,20,2,-8,-8,-8,-8,-8,-8,47,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,38,4,4,2,2,2,5,2,2,2,1,26,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,4,1,1,2,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,15,6,5,0,3,4,1,4,4,107785
1,1,0,1,1,137050,100530,0,4,3,3,3,2,4,15.38,31,0,2,-8,-8,1,19,1,42,1,-8,-8,1,1,-8,-8,20,1,1,1,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,46,1,1,2,2,1,4,1,2,2,2,31,3,1,3,1,2,3,2,3,4,3,3,2,2,5,2,1,3,3,1,3,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,10,20,4,0,3,3,1,5,4,105391
1,2,0,1,2,119972,100531,0,3,3,3,4,2,3,16.54,24,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,1,2,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,4,23,0,0,0,42,5,4,1,2,2,4,2,2,2,2,24,4,1,3,1,5,3,3,4,5,4,4,4,4,4,3,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,3,4,14,0,3,3,2,3,5,106443
1,2,0,1,2,136780,100537,0,2,1,1,1,2,4,16.51,11,0,2,-8,-8,1,18,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,1,2,1,1,40,5,4,2,2,2,2,2,2,2,2,11,2,1,3,1,2,2,3,2,2,2,2,1,2,2,3,1,1,4,1,1,4,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,2,0,4,0,3,2,1,1,4,108053
3,0,0,2,2,119053,100540,0,4,4,4,5,2,4,12.6,21,0,2,-8,-8,1,19,1,19,2,-8,-8,-8,-8,-8,-8,20,1,1,1,1,1,1,2,1,1,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,5,0,0,0,0,40,3,1,2,2,2,4,1,2,2,2,21,4,1,3,6,2,1,1,1,1,1,1,1,6,1,1,1,3,4,1,2,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,14,0,10,0,4,3,2,3,3,108713
1,2,2,1,2,107974,100557,0,1,2,2,3,2,4,11.16,3,0,1,2,0,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,54,1,1,1,2,2,1,2,1,2,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,7,5,2,2,38,1,1,2,2,1,3,2,2,2,2,5,3,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,13,6,7,0,4,3,1,3,4,104673
1,2,0,2,2,147269,100557,0,2,2,2,3,2,4,11.16,14,0,2,-8,-8,1,36,2,-8,-8,-8,-8,-8,-8,-8,-8,60,1,1,1,1,2,2,2,1,2,-8,-8,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,5,0,0,0,0,38,3,2,2,2,2,3,2,2,2,1,14,3,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,13,6,7,0,4,3,1,3,4,104673
1,2,2,2,2,111232,100559,0,2,1,1,2,1,4,16.9,1,2,2,-8,-8,1,47,1,47,3,-8,-8,-8,-8,-8,-8,18,1,3,1,1,1,2,2,1,2,-8,-8,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,18,1,1,2,2,2,1,2,2,1,2,3,2,1,3,2,2,2,3,2,2,2,4,2,2,3,4,1,1,1,2,-8,-8,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,2,20,0,13,0,5,3,1,5,4,100660
