F0195,F0196,F0197,FTPT_S,GENDER,CNTLNUM_T,SCHCNTL,label,AGE_T,EARNALL,EARNSCH,MINTCH,NEWTCH,RACETH_T,STU_TCH,T0065,T0066,T0067,T0068,T0069,T0070,T0072,T0080,T0081,T0082,T0084,T0087,T0090,T0093,T0096,T0099,T0102,T0103,T0104,T0120,T0179,T0180,T0181,T0182,T0183,T0184,T0191,T0192,T0193,T0194,T0195,T0196,T0197,T0198,T0199,T0200,T0201,T0202,T0203,T0204,T0205,T0206,T0209,T0210,T0211,T0212,T0273,T0339,T0340,T0341,T0343,T0345,T0347,T0348,T0350,T0352,T0355,TOTEXPER,MINENR,PGMTYPE,REGION,S0265,S0266,S0267,S0268,S0269,S0270,S0271,S0272,S0273,S0274,S0275,S0276,S0282,S0283,S0284,S0285,S0286,S0287,S0288,S0290,S0306,S0307,S0308,S1611,S1612,S1613,S1614,S1615,S1616,S1617,S1618,S1619,S1620,S1621,S1622,S1623,S1624,S1625,S1626,S1627,SCHLEVEL,URBANIC,A0053,A0054,A0055,A0056,A0225,A0226,A0227,AGE_P,RACETH_P,CNTLNUM_P
1,2,0,1,2,125421,110374,1,4,4,4,1,2,4,14.87,30,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,15,4,1,1,35,3,2,2,2,2,5,2,2,2,1,30,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,9,6,14,0,4,5,2,4,4,106686
3,0,0,1,2,140161,110374,1,2,3,3,1,2,4,14.87,12,0,2,-8,-8,1,25,1,43,3,-8,-8,-8,-8,-8,-8,49,1,1,1,1,2,2,2,1,2,1,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8,5,3,5,35,1,1,2,2,2,4,1,2,2,1,12,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,9,6,14,0,4,5,2,4,4,106686
1,2,0,1,1,130865,110392,1,4,3,3,1,2,4,21.17,26,0,2,-8,-8,1,50,1,5,1,-8,-8,-8,-8,-8,-8,30,1,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,-8,1,-8,-8,-8,-8,40,4,1,2,2,2,4,2,1,2,1,26,2,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,0,0,10,0,4,2,1,1,4,110105
1,0,0,1,2,143546,110392,1,1,1,1,1,1,4,21.17,2,0,2,-8,-8,1,59,2,-8,-8,-8,-8,-8,-8,-8,-8,32,1,1,1,1,1,1,2,2,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,1,-8,-8,-8,1,-8,-8,-8,-8,40,3,1,2,2,1,1,2,2,2,1,2,2,1,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,0,0,10,0,4,2,1,1,4,110105
1,0,0,1,2,104051,110409,1,1,1,1,2,1,4,15.58,1,1,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,7,4,4,4,40,5,5,2,2,2,1,1,2,2,1,2,2,1,4,4,5,1,1,1,1,1,1,4,1,4,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,6,4,8,0,3,3,2,4,4,108840
2,1,0,1,1,138789,110412,1,2,2,2,3,2,4,16.61,11,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,8,12,0,3,40,2,3,2,2,1,3,1,2,2,2,11,2,1,3,3,3,2,2,1,2,2,2,1,1,2,2,1,2,4,1,2,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,10,0,28,0,3,4,1,5,4,100601
3,0,0,2,2,140017,110422,1,1,2,2,1,1,4,17.73,1,0,2,-8,-8,1,47,2,-8,-8,-8,-8,-8,-8,-8,-8,18,1,2,3,1,1,2,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,38,4,3,2,2,1,2,1,2,2,1,1,1,1,2,1,5,3,3,4,4,3,4,1,4,2,1,1,1,1,1,1,1,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,0,14,3,0,4,5,1,5,4,103587
3,0,0,1,2,100655,110433,1,1,3,3,3,2,4,24.68,4,0,2,-8,-8,1,12,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,34,2,2,2,2,2,5,1,2,2,1,4,4,1,4,1,4,4,2,4,4,4,2,2,2,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,0,6,0,5,5,1,4,3,103611
3,0,0,1,2,117706,110441,1,1,2,2,1,1,4,15.54,2,0,2,-8,-8,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,5,5,1,1,40,1,1,2,1,1,1,1,2,1,1,2,2,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,5,0,9,0,3,1,1,1,4,107771
3,1,0,1,1,143801,110445,1,3,4,4,3,2,4,14.77,14,0,2,-8,-8,1,12,1,88,4,-8,-8,-8,-8,-8,-8,23,1,1,1,2,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,1,-8,-8,-8,-8,33,1,2,2,2,2,5,2,2,1,1,14,4,1,4,1,3,4,3,4,5,5,4,5,4,5,3,1,1,4,1,1,4,2,-8,-8,-8,-8,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,15,5,2,3,6,2,4,3,103176
3,1,0,1,2,135826,110453,1,1,1,1,2,1,4,11.33,2,0,2,-8,-8,1,12,2,-8,-8,-8,-8,-8,-8,-8,-8,24,2,-8,1,2,1,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,1,-8,-8,-8,-8,40,3,3,2,2,1,2,1,2,2,2,2,3,1,3,1,2,2,3,2,4,2,2,2,2,2,2,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,10,5,12,0,3,3,1,3,4,106670
3,0,0,1,2,135958,110460,1,2,1,1,1,2,4,7.63,1,0,1,3,0,1,19,2,-8,-8,-8,-8,-8,-8,-8,-8,20,1,1,1,1,1,2,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,40,2,3,2,2,2,2,1,2,2,2,4,3,1,2,1,4,4,3,1,4,6,6,1,1,1,3,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,19,0,4,1,2,2,4,104970
1,2,2,1,2,128004,110464,1,1,2,2,1,2,4,17.17,7,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,4,13,0,22,0,35,2,1,2,2,2,2,1,2,2,1,7,1,1,2,3,2,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,5,0,23,0,3,3,2,4,4,104631
3,0,0,1,1,123471,110470,1,1,3,3,5,1,4,17.55,3,0,2,-8,-8,1,57,1,5,4,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,1,-8,-8,-8,-8,40,1,1,1,1,2,3,1,2,1,1,3,2,1,4,1,1,1,3,1,1,1,1,1,1,5,1,1,1,3,1,1,3,1,3,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,11,0,11,0,4,3,1,4,4,105964
1,2,0,1,2,104605,110508,1,4,4,4,1,2,5,19.09,17,1,2,-8,-8,1,49,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,2,2,1,2,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,15,5,2,2,40,1,1,2,2,2,5,2,2,2,1,18,3,1,4,3,4,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,10,15,1,4,4,1,4,4,102888
3,0,0,1,1,141486,110508,1,1,3,3,1,2,4,19.09,5,0,2,-8,-8,1,4,1,41,4,-8,-8,-8,-8,-8,-8,25,1,1,1,1,1,1,1,1,1,-8,-8,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,5,6,0,0,0,35,2,3,1,2,2,4,2,2,2,2,5,3,1,4,3,4,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,10,15,1,4,4,1,4,4,102888
1,0,0,1,2,143447,110510,1,1,2,2,2,1,4,14.55,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,2,1,2,1,2,2,1,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,9,5,1,3,34,1,1,2,2,2,3,2,2,2,1,1,2,1,1,3,3,3,2,2,3,2,2,5,5,2,2,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,1,8,0,3,3,2,1,4,107084
1,0,0,1,2,134346,110511,1,3,2,2,5,1,5,13.84,1,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3,3,2,2,2,2,2,2,-8,-8,1,1,1,1,-8,1,1,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,25,1,2,2,2,2,3,2,2,2,1,1,4,1,1,3,4,4,1,2,2,2,2,2,2,2,2,1,1,4,1,1,4,1,-8,-8,-8,-8,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,0,0,10,0,4,3,2,3,4,103526
1,4,1,1,2,113997,110514,1,2,3,3,4,2,4,23.6,10,0,2,-8,-8,1,4,1,41,3,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,5,0,37,2,2,2,2,2,5,2,2,2,1,10,3,1,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,3,1,1,3,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,4,9,4,3,5,2,1,4,109460
1,1,0,1,1,113692,110516,1,2,3,3,4,2,4,25.66,15,0,2,-8,-8,1,69,2,-8,-8,-8,-8,-8,-8,-8,-8,33,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,-8,-8,-8,-8,40,2,2,2,2,1,4,2,1,1,1,15,4,1,3,1,5,4,4,5,5,5,5,4,5,5,5,1,1,3,1,1,3,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,3,0,23,0,3,5,1,3,4,108170
1,4,1,2,2,120781,110517,1,2,1,1,2,2,4,16.13,9,2,2,-8,-8,1,17,1,17,3,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,20,2,2,2,2,2,1,1,2,2,1,11,1,1,3,3,4,4,4,2,2,2,2,4,2,2,5,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3,0,16,0,4,3,1,2,4,101615
1,1,0,1,2,141379,110517,1,2,1,1,2,2,4,16.13,1,3,2,-8,-8,1,1,2,-8,-8,-8,1,-8,-8,-8,-8,3,1,1,2,2,1,1,2,2,2,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,13,5,3,3,40,1,1,2,2,2,2,2,2,1,1,4,1,1,3,3,4,4,4,2,2,2,2,4,2,2,5,1,1,3,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1,3,0,16,0,4,3,1,2,4,101615
1,3,1,1,2,139566,110528,1,1,1,1,3,1,4,16.48,1,1,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,4,0,0,4,4,38,1,1,2,2,1,2,2,2,2,1,2,3,1,3,5,3,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,3,2,-8,-8,-8,-8,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,6,18,0,3,2,2,5,4,103163
1,0,0,1,2,101357,110532,1,3,1,1,1,2,4,12.88,1,5,2,-8,-8,1,50,2,-8,-8,-8,-8,-8,-8,-8,-8,64,1,1,1,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,8,8,8,8,40,4,3,1,2,2,1,2,2,1,2,6,1,1,1,1,6,3,3,3,1,4,4,1,1,3,1,1,1,4,1,1,3,2,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,1,11,5,0,5,3,1,3,4,106746
1,3,0,1,1,137739,110534,1,3,3,2,1,2,4,8.92,25,0,2,-8,-8,1,4,1,42,2,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,15,5,5,5,38,3,1,2,2,2,3,2,1,1,2,25,1,1,3,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,0,23,0,3,1,2,4,4,110296
3,0,0,1,1,123473,110557,1,2,4,4,3,2,4,19.42,11,0,2,-8,-8,1,25,1,25,3,-8,-8,-8,-8,-8,-8,49,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,44,1,1,2,2,1,5,1,2,2,1,11,2,1,1,1,3,3,3,1,3,3,1,3,1,1,1,1,1,1,2,-8,-8,1,2,1,1,1,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,10,3,7,0,4,6,1,3,4,104930
3,0,0,1,2,130460,110570,1,3,2,2,2,2,4,21.91,16,2,2,-8,-8,1,30,2,-8,-8,-8,-8,-8,-8,-8,-8,55,1,1,2,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,3,10,10,5,5,33,5,5,2,2,2,3,2,2,2,1,18,2,1,4,1,5,3,3,2,5,2,5,2,2,5,2,1,1,1,1,1,1,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,1,0,0,10,0,4,4,1,2,5,108439
2,0,0,1,2,142924,110574,1,3,3,3,3,2,4,11.18,28,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,5,5,38,4,5,2,2,2,5,1,2,2,2,28,2,1,3,3,6,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,2,-8,-8,-8,-8,1,1,1,1,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,2,22,0,4,5,2,4,4,100579
1,0,0,1,2,122398,110576,1,1,1,1,1,1,4,12.39,1,0,2,-8,-8,1,49,2,-8,-8,-8,-8,-8,-8,-8,-8,23,1,1,3,1,2,1,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,1,-8,-8,-8,-8,40,5,4,2,2,1,1,2,2,2,1,1,1,1,2,1,1,4,2,2,2,4,4,1,2,2,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,8,7,5,3,1,1,1,4,101908
1,5,0,1,2,101023,110587,1,3,2,2,1,2,4,15.04,21,5,2,-8,-8,1,45,1,40,1,-8,-8,-8,-8,-8,-8,6,1,1,1,2,2,1,2,1,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,40,1,1,1,2,2,4,2,2,2,1,26,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,3,1,1,3,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,5,18,7,0,5,3,1,4,4,106121
1,0,0,1,2,114600,110588,1,2,2,2,3,2,4,15.22,12,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,1,2,2,2,2,-8,-8,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,3,20,5,3,2,40,3,3,2,2,2,2,2,2,2,1,12,4,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,3,0,19,0,3,2,2,3,3,104351
1,1,0,1,1,132967,110602,1,3,3,3,3,2,4,18.19,24,0,2,-8,-8,1,18,1,18,2,-8,-8,-8,-8,-8,-8,18,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,44,4,4,2,2,2,4,1,2,1,1,24,4,1,3,1,2,3,3,2,2,2,2,2,2,2,6,1,1,3,1,1,3,2,-8,-8,-8,-8,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,4,0,18,0,3,3,1,4,3,102715
1,2,0,1,2,143100,110602,1,3,3,3,3,2,2,18.19,21,0,2,-8,-8,1,4,1,42,2,-8,-8,1,-8,1,-8,16,2,-8,1,1,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,4,0,25,0,0,41,4,3,2,1,2,5,1,1,2,1,21,4,1,3,1,2,3,3,2,2,2,2,2,2,2,6,1,1,3,1,1,3,2,-8,-8,-8,-8,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,4,0,18,0,3,3,1,4,3,102715
1,1,0,2,2,112965,110618,1,4,1,1,3,2,4,14.45,35,1,2,-8,-8,1,19,2,-8,-8,-8,-8,-8,-8,-8,-8,20,1,1,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,18,2,2,2,2,2,1,2,1,2,1,36,3,1,1,1,4,4,3,5,4,5,5,1,5,1,1,1,1,2,1,1,2,2,-8,-8,-8,-8,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,0,0,27,0,3,3,1,4,4,110301
1,2,0,1,2,140857,110620,1,3,4,4,2,2,4,14.23,16,0,1,3,1,1,1,1,4,4,-8,-8,-8,1,1,-8,3,1,1,1,2,1,1,2,1,2,-8,-8,-8,1,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,10,5,5,5,38,2,2,2,2,2,5,2,2,2,1,20,2,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,2,12,4,0,5,5,2,4,4,100629
3,0,0,1,1,134880,110627,1,2,2,2,3,2,4,12.88,8,0,2,-8,-8,1,67,2,-8,-8,-8,-8,-8,-8,-8,-8,16,1,1,1,1,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,2,3,2,2,1,2,1,2,2,2,8,3,1,3,1,2,2,4,2,2,2,5,2,5,2,2,1,1,3,1,1,3,2,-8,-8,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,3,3,0,13,0,3,3,1,2,4,105240
1,0,0,1,1,116264,110629,1,4,2,1,1,2,4,12.98,23,2,1,7,0,1,88,1,19,2,-8,-8,-8,-8,-8,-8,19,1,1,1,1,1,1,2,2,2,-8,-8,1,1,1,1,1,1,1,1,1,1,1,-8,-8,1,-8,-8,-8,-8,35,1,1,2,2,1,1,1,2,2,2,32,1,1,2,1,3,2,2,2,2,3,3,1,3,5,2,1,1,4,1,1,4,1,2,1,1,2,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,3,0,0,8,0,3,1,1,1,4,109060
1,2,2,1,2,102308,110640,1,1,3,3,2,2,4,12.53,5,0,1,3,0,1,4,1,25,4,-8,-8,-8,-8,-8,-8,16,1,1,1,2,1,1,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,40,3,2,2,2,2,4,2,2,2,1,8,2,1,1,3,4,4,4,5,3,5,4,2,2,2,2,1,1,1,1,1,1,2,-8,-8,-8,-8,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,3,4,20,0,3,5,1,4,4,103589
1,6,0,2,2,123994,110641,1,2,1,1,5,1,5,26.17,3,0,2,-8,-8,1,4,2,-8,-8,1,-8,-8,-8,-8,-8,18,2,-8,1,2,1,2,2,2,2,-8,-8,1,1,1,1,1,1,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,35,2,1,1,2,2,1,2,2,1,1,3,4,1,4,3,2,2,2,2,2,2,2,3,2,2,2,1,1,4,1,1,4,1,4,1,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,10,7,5,3,3,1,2,4,5,110837
1,2,0,1,2,129497,110650,1,3,2,2,2,2,4,16.8,13,0,2,-8,-8,1,30,2,-8,-8,-8,-8,-8,-8,-8,-8,55,1,1,1,2,2,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,-8,1,-8,-8,-8,-8,38,3,2,2,2,2,3,2,2,2,2,13,2,1,3,1,4,4,3,1,4,3,3,4,3,2,2,1,1,2,1,1,2,2,-8,-8,-8,-8,1,2,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,0,11,0,4,3,1,1,4,102659
1,3,1,1,2,109565,110652,1,2,1,1,3,2,4,16.31,15,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,2,-8,1,1,1,2,2,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,12,7,3,3,40,1,1,2,2,2,2,2,2,2,1,15,4,1,3,3,3,2,2,1,2,2,2,2,3,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,14,3,10,0,3,2,1,5,4,110093
1,3,0,1,1,104931,110653,1,3,1,1,1,1,4,15.22,1,0,2,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,64,2,-8,1,1,1,2,2,1,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,1,1,1,-8,-8,-8,-8,40,1,1,2,2,2,2,2,2,2,2,1,4,1,2,4,5,3,2,2,5,2,2,5,1,2,6,1,1,4,1,1,4,2,-8,-8,-8,-8,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,0,0,0,2,1,1,1,1,104374
2,2,0,1,1,112178,110665,1,4,3,3,3,2,4,12.62,17,0,2,-8,-8,1,4,2,-8,-8,-8,-8,-8,-8,-8,-8,3,1,1,1,2,2,2,2,2,2,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,10,5,5,3,40,4,2,2,1,2,3,2,1,2,2,17,2,1,4,3,3,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,4,1,-8,-8,-8,-8,2,1,1,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,3,4,6,14,0,3,1,2,2,4,107377
1,1,1,1,2,107010,110668,1,2,2,2,1,2,4,20.25,8,0,2,-8,-8,1,1,1,4,4,-8,-8,-8,-8,-8,-8,3,1,1,1,1,1,2,2,1,1,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8,5,2,3,40,2,1,1,2,2,2,2,2,2,1,8,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,1,3,1,3,1,2,2,1,2,2,2,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,2,0,0,3,0,4,2,2,1,3,104084
